"IMO","Name","Vessel.Type","MMSI","Call.Sign","Flag","AIS.Vessel.Type","Gross.Tonnage","Deadweight","Year.Built","Status","Length","Breadth"
9233791,"OLYMPIC LIBERTY","CRUDE OIL TANKER",237118000,"SYBO","Greece [GR]","Tanker",160083,309449,2003,"Active",332.97,58
9212864,"N.TOPAZ","CRUDE OIL TANKER",563482000,"9V3503","Singapore [SG]","Tanker",159414,306324,2000,"Active",334.68,58
9567659,"OMEGA TRADER","TANKER",431403000,"7JYI","Japan [JP]","Tanker",159962,305206,2011,"Active",333,60
9244623,"TATEYAMA","CRUDE OIL TANKER",567473000,"HSB4749","Thailand [TH]","Tanker",160072,300373,2002,"Active",333,60
9782508,"KIRISHIMA","CRUDE OIL TANKER",372894000,"3FUY2","Panama [PA]","Tanker",159793,312539,2017,"Active",339.5,60
9315161,"DHT CHINA","CRUDE OIL TANKER",228031600,"FIFE","France [FR]","Tanker",160882,317794,2007,"Active",332.99,60
9322293,"NUCLEUS","CRUDE OIL TANKER",538005479,"V7EJ4","Marshall Is [MH]","Tanker",159911,307284,2007,"Active",332.93,58
9416630,"XIN XIA YANG","CRUDE OIL TANKER",413188000,"BPAI","China [CN]","Tanker",161488,309140,2011,"Active",332.9,60
9706401,"NEW CAESAR","CRUDE OIL TANKER",477900900,"VRPG2","Hong Kong [HK]","Tanker",165571,313999,2016,"Active",332.95,60.02
9205081,"WINSON NO.5","CRUDE OIL TANKER",372147000,"3FNF7","Panama [PA]","Tanker",163761,312679,2001,"Active",333.5,70
9515436,"M.STAR","CRUDE OIL TANKER",538003436,"V7QT7","Marshall Is [MH]","Tanker",160292,314016,2008,"Active",333,60
9452672,"MESDAR","CRUDE OIL TANKER",636013579,"A8NX6","Liberia [LR]","Tanker",160295,315802,2007,"Active",333,60
9297498,"DESH VAIBHAV","CRUDE OIL TANKER",419531000,"AUFH","India [IN]","Tanker",161202,316409,2005,"Active",333.15,60.04
9418054,"LU SAN","CRUDE OIL TANKER",563159000,"9VAA7","Singapore [SG]","Tanker",164680,317963,2009,"Active",333,60.04
9262766,"SELENE TRADER","CRUDE OIL TANKER",351073000,"HPOE","Panama [PA]","Tanker",159912,300727,2003,"Active",333,60
9237785,"SHIBLAH","CRUDE OIL TANKER",403555000,"HZGP","Saudi Arabia [SA]","Tanker",164292,316476,2003,"Active",333.04,60.05
9782508,"KIRISHIMA","CRUDE OIL TANKER",372894000,"3FUY2","Panama [PA]","Tanker",NA,NA,NA,"Active",340,60
9378541,"JAHAM","CRUDE OIL TANKER",403589000,"HZGU","Saudi Arabia [SA]","Tanker - Hazard C (Minor)",162252,319430,2008,"Active",332,60
9223887,"SAFWA","CRUDE OIL TANKER",403544000,"HZGC","Saudi Arabia [SA]","Tanker",159990,303139,2002,"Active",333,58
9246281,"TSURUSAKI","CRUDE OIL TANKER",567554000,"HSB6294","Thailand [TH]","Tanker",154338,300838,2002,"Active",333,60
9102253,"WATBAN","CRUDE OIL TANKER",403542000,"HZGA","Saudi Arabia [SA]","Tanker",163882,300361,1996,"Active",340,56.05
9352573,"NEW SOLUTION","CRUDE OIL TANKER",477477800,"VROQ3","Hong Kong [HK]","Tanker",162198,321300,2008,"Active",333,60
9166754,"NEW TINOS","CRUDE OIL TANKER",636017281,"D5KD8","Liberia [LR]","Tanker",163346,305839,1999,"Active",332,48
9484742,"FARHAH","CRUDE OIL TANKER",403537000,"HZFM","Saudi Arabia [SA]","Tanker",162863,319302,2010,"Active",333,60
9727039,"GENER8 MILTIADES","CRUDE OIL TANKER",538006447,"V7NH4","Marshall Is [MH]","Tanker",160449,301038,2016,"Active",333,60
9133850,"CS DEVELOPMENT","CRUDE OIL TANKER",538006746,"V7QW3","Marshall Is [MH]","Tanker - Hazard A (Major)",163720,300955,1997,"Active",340,56
9362889,"PACIFIC VOYAGER","CRUDE OIL TANKER",235069799,"2BVZ9","United Kingdom [GB]","Tanker",159943,302290,2009,"Active",333,60
9180255,"RIDGEBURY PRIDE","CRUDE OIL TANKER",538006395,"V7MP9","Marshall Is [MH]","Tanker",160216,305994,2000,"Active",334,58
9681209,"YUAN CHUN HU","CRUDE OIL TANKER",414208000,"BQBY","China [CN]","Tanker",162542,308013,2014,"Active",333,60
9761463,"XIN LONG YANG","CRUDE OIL TANKER",563018400,"9V3642","Singapore [SG]","Tanker",162603,308000,2017,"Active",332.67,60
9407316,"FPMC C JADE","CRUDE OIL TANKER",636014592,"A8VE5","Liberia [LR]","Tanker",159869,301785,2010,"Active",333,60
9562673,"LIBRA TRADER","CRUDE OIL TANKER",538004051,"V7UX2","Marshall Is [MH]","Tanker",160149,310339,2010,"Active",333,60
9468322,"NEW PEARL","CRUDE OIL TANKER",477477900,"VROQ2","Hong Kong [HK]","Tanker",160043,301866,2011,"Active",333,60
9445461,"OLYMPIC TROPHY","CRUDE OIL TANKER",241412000,"SVCH8","Greece [GR]","Tanker",170004,319869,2010,"Active",339.76,60.04
9227479,"MARAN CYGNUS","CRUDE OIL TANKER",239831000,"SYLK","Greece [GR]","Tanker",153911,306317,2001,"Active",332,58
9320831,"TAKASAKI","CRUDE OIL TANKER",431283000,"7JVZ","Japan [JP]","Tanker - Hazard A (Major)",159938,300390,2006,"Active",333,60
9357389,"HILDA I","CRUDE OIL TANKER",373386000,"3FDE","Panama [PA]","Tanker",163660,317367,2008,"Active",333,60
9179646,"DS CROWN","CRUDE OIL TANKER",511601000,"T8A2686","Palau [PW]","Tanker",157863,311168,1999,"Active",334.45,58
9227481,"BRITANIS","CRUDE OIL TANKER",239931000,"SZRN","Greece [GR]","Tanker",157581,304732,2002,"Active",332,58.04
9534042,"CHANG BAI SAN","CRUDE OIL TANKER",566430000,"9V8387","Singapore [SG]","Tanker",164169,318445,2012,"Active",333.04,60
9602643,"BRIGHTOIL GRACE","CRUDE OIL TANKER",477001900,"VRLJ7","Hong Kong [HK]","Tanker",161296,319778,2013,"Active",333,60.05
9706396,"NEW MERIT","CRUDE OIL TANKER",477002400,"VRQP8","Hong Kong [HK]","Tanker",165209,318000,2017,"Active",333,60
9706413,"NEW COMFORT","CRUDE OIL TANKER",477129400,"VRPR7","Hong Kong [HK]","Tanker",165571,313999,2016,"Active",332.95,60.03
9353797,"FRONT ENDURANCE","CRUDE OIL TANKER",538003951,"V7UH6","Marshall Is [MH]","Tanker",162198,321300,2009,"Active",333,60
9320843,"TOHSHI","CRUDE OIL TANKER",372582000,"3EJO5","Panama [PA]","Tanker",159939,300363,2007,"Active",333,60
9770696,"TAKASAGO","TANKER",354919000,"3EHK2","Panama [PA]","Tanker",162797,313989,2017,"Active",335,60
9610298,"DESH VIBHOR","CRUDE OIL TANKER",419000479,"AVQU","India [IN]","Tanker",165319,316635,2015,"Active",333,60
9532757,"OCEANIS","CRUDE OIL TANKER",241089000,"SVBC9","Greece [GR]","Tanker",161273,320780,2011,"Active",331,59.65
9663843,"KYO EI","CRUDE OIL TANKER",371343000,"3FTP2","Panama [PA]","Tanker",162858,313990,2014,"Active",335,60
9698771,"COSFLYING LAKE","CRUDE OIL TANKER",477967900,"VROE4","Hong Kong [HK]","Tanker",159819,309436,2015,"Active",333,60
9653434,"AL KOUT","CRUDE OIL TANKER",447189000,"9KFO","Kuwait [KW]","Tanker",165178,317019,2014,"Active",333,60
9602655,"BRIGHTOIL GEM","CRUDE OIL TANKER",477319900,"VRKW5","Hong Kong [HK]","Tanker",161296,319798,2013,"Active",95,14
9387566,"IOANNA","CRUDE OIL TANKER",636013373,"A8MM5","Liberia [LR]","Tanker",160836,318325,2008,"Active",332.98,60.04
9220964,"MARJAN","CRUDE OIL TANKER",403521000,"HZIS","Saudi Arabia [SA]","Tanker",159990,302977,2002,"Active",333.27,56
9162875,"AL SALHEIA","CRUDE OIL TANKER",447041000,"9KLR","Kuwait [KW]","Tanker",158503,310453,1998,"Active",334.48,58.04
9569633,"STREAM","CRUDE OIL TANKER",354114000,"3ERP3","Panama [PA]","Tanker",164796,317534,2013,"Active",333,60
9455662,"BW OPAL","CRUDE OIL TANKER",235109658,"2IGX8","United Kingdom [GB]","Tanker",161969,320105,2012,"Active",333,60
7373080,"FPSO SERPENTINA","FLOATING STORAGE/PRODUCTION",308419000,"C6WH","Bahamas [BS]","Other",151123,307431,1974,"Active",370,55.99
9625968,"SCF SHANGHAI","CRUDE OIL TANKER",636016138,"D5EQ8","Liberia [LR]","Tanker",167578,320701,2014,"Active",332,60
9693745,"MILTIADIS JUNIOR","CRUDE OIL TANKER",636016370,"D5FV2","Liberia [LR]","Tanker",166308,320926,2014,"Active",333,60
9297319,"BIRDIE","CRUDE OIL TANKER",240646000,"SZHZ","Greece [GR]","Tanker - Hazard A (Major)",160904,308829,2005,"Active",333,58
9761475,"XIN WEI YANG","CRUDE OIL TANKER",563022200,"9V3643","Singapore [SG]","Tanker",162603,308000,2017,"Active",332.67,60
9708526,"NEW ENERGY","CRUDE OIL TANKER",477439400,"VRQE7","Hong Kong [HK]","Tanker",165405,319000,2016,"Active",332.95,60
9569669,"DORENA","CRUDE OIL TANKER",371056000,"3FDT6","Panama [PA]","Tanker",165784,319260,2012,"Active",332.95,60
9448700,"DILAM","CRUDE OIL TANKER",403540000,"HZFY","Saudi Arabia [SA]","Tanker",161969,314000,2010,"Active",333,60
9389019,"MARAN CAPRICORN","CRUDE OIL TANKER",240755000,"SWCI","Greece [GR]","Tanker",158970,320513,2008,"Active",333,60
9205093,"GRACE STAR","CRUDE OIL TANKER",567532000,"HSB5766","Thailand [TH]","Tanker",163761,312638,2001,"Active",333.5,70
9416654,"XIN SHEN YANG","CRUDE OIL TANKER",413183000,"BPAH","China [CN]","Tanker",161488,309189,2010,"Active",332.9,60
9679593,"ZOURVA","CRUDE OIL TANKER",229597000,"9HA3434","Malta [MT]","Tanker",164169,318513,2014,"Active",333,60
9194127,"MARAN CASTOR","CRUDE OIL TANKER",239808000,"SXLH","Greece [GR]","Tanker",153911,306344,2001,"Active",332,58
9397157,"AZUMASAN","CRUDE OIL TANKER",563701000,"9V8705","Singapore [SG]","Tanker",159943,302241,2010,"Active",333,60
9256975,"C.CHAMPION","CRUDE OIL TANKER",353529000,"HPQK","Panama [PA]","Tanker",159530,314000,2003,"Active",336,59.64
9238856,"FRONT FALCON","CRUDE OIL TANKER",311426000,"C6S2076","Bahamas [BS]","Tanker",160904,308875,2002,"Active",333.28,58.04
9259331,"EURODESTINY","CRUDE OIL TANKER",636017646,"D5MB2","Liberia [LR]","Tanker",159936,303896,2003,"Active",332.98,60
9734642,"GENER8 STRENGTH","CRUDE OIL TANKER",538006312,"V7LP5","Marshall Is [MH]","Tanker",160449,300960,2015,"Active",333,60
9116412,"GRACE 1","CRUDE OIL TANKER",355271000,"3EYE2","Panama [PA]","Tanker",156880,300579,1997,"Active",330.26,58.04
9371593,"DESH VIRAAT","CRUDE OIL TANKER",419740000,"AUTV","India [IN]","Tanker",162416,320412,2008,"Active",333,60
9457452,"CHLOE","CRUDE OIL TANKER",355411000,"HOZG","Panama [PA]","Tanker",162203,320261,2011,"Active",333.08,60
9241114,"ENERGY R","CRUDE OIL TANKER",209298000,"P3LJ9","Cyprus [CY]","Tanker",161306,319012,2003,"Active",332.9,60
9291286,"ATHINA","CRUDE OIL TANKER",248458000,"9HA4660","Malta [MT]","Tanker - Hazard A (Major)",161382,318658,2005,"Active",333.03,60.04
9418078,"JIU HUA SAN","CRUDE OIL TANKER",565914000,"9VBK2","Singapore [SG]","Tanker",164680,317977,2009,"Active",332.91,60.05
9357729,"DAN","CRUDE OIL TANKER",352346000,"HPFE","Panama [PA]","Tanker",164241,319999,2009,"Active",333,60
9569712,"DUNE","CRUDE OIL TANKER",372457000,"3EYZ5","Panama [PA]","Tanker",165784,319247,2013,"Active",332.95,60
9783332,"COSHONOUR LAKE","CRUDE OIL TANKER",477057700,"VRQV6","Hong Kong [HK]","Tanker",165000,308000,2017,"Active",333,60
9454486,"TANGO","CRUDE OIL TANKER",431057000,"7KAB","Japan [JP]","Tanker",159927,301662,2009,"Active",333,60
9727194,"COSWISDOM LAKE","CRUDE OIL TANKER",477252100,"VRQD5","Hong Kong [HK]","Tanker",162542,308019,2016,"Active",333,60
9294331,"ALTAIR TRADER","CRUDE OIL TANKER",235079902,"2DLB2","United Kingdom [GB]","Tanker - Hazard A (Major)",160216,311110,2005,"Active",333,60
9603192,"NEW LAUREL","CRUDE OIL TANKER",477257400,"VRNW5","Hong Kong [HK]","Tanker",165680,320805,2014,"Active",333,60
9792266,"LEICESTER","CRUDE OIL TANKER",538007181,"V7XE6","Marshall Is [MH]","Tanker",160449,300852,2017,"Active",333,60
9088689,"OLYMPIC LEGACY","CRUDE OIL TANKER",538006511,"V7NW2","Marshall Is [MH]","Tanker",160129,302789,1996,"Active",332.05,58
9537769,"SIMONE","CRUDE OIL TANKER",205174000,"ONIB","Belgium [BE]","Tanker",164641,323182,2011,"Active",332,60
9365776,"MAZYONAH","CRUDE OIL TANKER",249536000,"9HTV9","Malta [MT]","Tanker",163257,319901,2009,"Active",331.89,60
9376878,"HAKKAISAN","CRUDE OIL TANKER",432820000,"7JJV","Japan [JP]","Tanker - Hazard C (Minor)",160080,309916,2009,"Active",332.99,60
7385124,"PETROBRAS 63","FLOATING STORAGE/PRODUCTION",538005076,"V7AZ5","Marshall Is [MH]","Other",153517,322912,1983,"Active",333.88,57.3
9385037,"DHT LOTUS","CRUDE OIL TANKER",235115049,"2JDP8","United Kingdom [GB]","Tanker",166414,320142,2011,"Active",332,60
9292632,"BUNGA KASTURI DUA","CRUDE OIL TANKER",533913000,"9MGI9","Malaysia [MY]","Tanker",157098,300542,2005,"Active",329.99,60
9311270,"TOKIO","CRUDE OIL TANKER",354221000,"H8RL","Panama [PA]","Tanker",159953,306206,2005,"Active",333,60
9410399,"BRIGHT HARMONY","CRUDE OIL TANKER",355703000,"3FRT4","Panama [PA]","Tanker",160226,309774,2009,"Active",332.99,60
9235244,"ASTRO CHORUS","CRUDE OIL TANKER",240024000,"SWHQ","Greece [GR]","Tanker",159016,305704,2001,"Active",332,58.04
9235737,"SKOPELOS","CRUDE OIL TANKER",229780000,"9HA3602","Malta [MT]","Tanker",161135,319360,2002,"Active",332.99,60.05
9302968,"BUNGA KASTURI TIGA","CRUDE OIL TANKER",533955000,"9MGV7","Malaysia [MY]","Tanker",156967,300398,2006,"Active",330,60
9735737,"COSRISING LAKE","CRUDE OIL TANKER",477850600,"VRQK6","Hong Kong [HK]","Tanker",159819,310595,2016,"Active",333,60
9339997,"SHIZUKISAN","CRUDE OIL TANKER",432701000,"7JFB","Japan [JP]","Tanker",160078,310984,2009,"Active",330,60
9478676,"TAKAMATSU MARU","CRUDE OIL TANKER",432831000,"7JJG","Japan [JP]","Tanker",157961,311087,2012,"Active",333,60
9391775,"NAGARAGAWA","CRUDE OIL TANKER",372324000,"3FUN4","Panama [PA]","Tanker",159941,301583,2010,"Active",333,60
9174397,"WINSON NO.6","CRUDE OIL TANKER",636018118,"D5GI6","Liberia [LR]","Tanker",157863,311168,1999,"Active",334.45,58
9410387,"DUQM","CRUDE OIL TANKER",370843000,"3FSA9","Panama [PA]","Tanker",160160,310084,2008,"Active",332.99,60
9419967,"FPMC C KNIGHT","CRUDE OIL TANKER",636014907,"A8XJ3","Liberia [LR]","Tanker",159869,301861,2011,"Active",333,60
9386952,"KAHLA","CRUDE OIL TANKER",311017200,"C6XO2","Bahamas [BS]","Tanker",160782,317321,2009,"Active",333,60
9323948,"NAUTIC","CRUDE OIL TANKER",538005745,"V7GP9","Marshall Is [MH]","Tanker",159911,307284,2008,"Active",332.93,58.05
9796872,"MARAN ARES","CRUDE OIL TANKER",241520000,"SVCQ6","Greece [GR]","Tanker",161287,319398,2017,"Active",336,60.05
9256999,"C.VISION","CRUDE OIL TANKER",351472000,"H8HY","Panama [PA]","Cargo",159530,316500,2004,"Active",336,59.64
9534028,"KUN LUN SAN","CRUDE OIL TANKER",566202000,"9V8383","Singapore [SG]","Tanker",164580,318757,2011,"Active",333,60.05
9534793,"AL SALMI","CRUDE OIL TANKER",447097000,"9KCQ","Kuwait [KW]","Other",162625,319660,2011,"Active",332,60
9172856,"UGO OCHA","CRUDE OIL TANKER",538002321,"V7HW6","Marshall Is [MH]","Tanker",159756,302561,2000,"Active",330,60.04
9222962,"BONGA FPSO","FLOATING STORAGE/PRODUCTION",657126200,"5NGJ","Nigeria [NG]","Other",174662,312500,2005,"Active",287,58
9238868,"OLYMPIC LEGEND","CRUDE OIL TANKER",240092000,"SYJN","Greece [GR]","Tanker",160083,309270,2003,"Active",332.97,58
9385843,"BW PEONY","CRUDE OIL TANKER",235116389,"2JJG8","United Kingdom [GB]","Tanker - Hazard A (Major)",166414,320014,2011,"Active",331.93,60
9343390,"TENJUN","CRUDE OIL TANKER",370526000,"3ETD4","Panama [PA]","Tanker",159927,302107,2008,"Active",333,60
9653410,"AL DERWAZAH","CRUDE OIL TANKER",447190000,"9KFP","Kuwait [KW]","Tanker",165178,316884,2014,"Active",333,60
9503237,"SAMAIL","CRUDE OIL TANKER",357867000,"HOJV","Panama [PA]","Tanker",150000,302845,2011,"Active",330,60
9681211,"YUAN YUE HU","CRUDE OIL TANKER",414215000,"BOYM","China [CN]","Tanker",162542,308079,2015,"Active",333,60
9683661,"VL PIONEER","CRUDE OIL TANKER",352489000,"3ETW7","Panama [PA]","Tanker",161367,319547,2014,"Active",333,60
9294329,"YUFUSAN","CRUDE OIL TANKER",371595000,"3EDJ9","Panama [PA]","Tanker",160216,311389,2005,"Active",333,60
9220720,"ASTIPALAIA","CRUDE OIL TANKER",229771000,"9HA3593","Malta [MT]","Tanker",154348,305965,2001,"Active",332,58
9292486,"OLYMPIC LOYALTY II","CRUDE OIL TANKER",241260000,"SVBT3","Greece [GR]","Tanker",160046,306999,2005,"Active",333,58
9753002,"MARAN ARTEMIS","CRUDE OIL TANKER",241441000,"SVCK7","Greece [GR]","Tanker",161287,319398,2016,"Active",336,60
9429302,"ATHENIAN GLORY","CRUDE OIL TANKER",538004023,"V7UT4","Marshall Is [MH]","Tanker - Hazard B",160135,317441,2011,"Active",313.13,60
9421984,"C.DIGNITY","CRUDE OIL TANKER",372477000,"3FXA5","Panama [PA]","Tanker",160619,313875,2009,"Active",336,60.05
9560766,"E MEI SAN","TANKER",565351000,"9VBC8","Singapore [SG]","Tanker",163882,317952,2010,"Active",333,60
9030981,"STELLAR QUEEN","ORE CARRIER",538004969,"V7AD3","Marshall Is [MH]","Cargo",162393,304850,1994,"Active",331.5,58
9500716,"SEEB","CRUDE OIL TANKER",538004632,"V7YD4","Marshall Is [MH]","Tanker",164359,319439,2011,"Active",333,60.04
9362073,"HERO II","CRUDE OIL TANKER",355003000,"HPKS","Panama [PA]","Tanker",163650,317355,2007,"Active",333,60
9727223,"LANDBRIDGE PROSPERITY","TANKER",477430900,"VRPF3","Hong Kong [HK]","Tanker",162543,308285,2016,"Active",332.95,60
9484730,"NISALAH","CRUDE OIL TANKER",403536000,"HZFF","Saudi Arabia [SA]","Tanker",162863,319287,2010,"Active",333,60.24
9501150,"FIDA","CRUDE OIL TANKER",538004633,"V7YD5","Marshall Is [MH]","Tanker",163066,316373,2011,"Active",333.14,60.05
9102265,"HAWTAH","CRUDE OIL TANKER",403541000,"HZFZ","Saudi Arabia [SA]","Tanker",163882,300361,1996,"Active",340,56.04
9384239,"KARAN","CRUDE OIL TANKER",403571000,"HZHF","Saudi Arabia [SA]","Tanker - Hazard A (Major)",162252,319410,2009,"Active",332,58
9321304,"TAKAHASHI","CRUDE OIL TANKER",431185000,"7JUG","Japan [JP]","Tanker",160235,314020,2007,"Active",333,60
9569619,"SNOW","CRUDE OIL TANKER",371986000,"3EGV3","Panama [PA]","Tanker",164796,318021,2012,"Active",322.28,60
9247182,"ABQAIQ","CRUDE OIL TANKER",403546000,"HZGD","Saudi Arabia [SA]","Tanker",159990,302986,2002,"Active",333.27,58
9224295,"ALTER EGO I","CRUDE OIL TANKER",374689000,"3EUU2","Panama [PA]","Tanker",160100,309371,2001,"Active",333.28,58
9230880,"OVERSEAS MULAN","CRUDE OIL TANKER",538001656,"V7DK3","Marshall Is [MH]","Tanker",161233,318518,2002,"Active",332.99,60.05
9689988,"NEW PROSPERITY","CRUDE OIL TANKER",477699100,"VRNY8","Hong Kong [HK]","Tanker",165209,318607,2015,"Active",333,60
9562697,"GASSAN","TANKER",373418000,"3EZN","Panama [PA]","Tanker",160137,308209,2012,"Active",333,60
9590058,"BOYACA","CRUDE OIL TANKER",563844000,"9VDD8","Singapore [SG]","Tanker",167572,320840,2014,"Active",332,60.04
9312509,"NAVARIN","CRUDE OIL TANKER",538005630,"V7FO6","Marshall Is [MH]","Tanker",159911,307284,2007,"Active",332.84,58.01
9513402,"KAZUSA","CRUDE OIL TANKER",538003869,"V7TR9","Marshall Is [MH]","Tanker",160151,310406,2010,"Active",333,60
9727015,"GENER8 ANDRIOTIS","CRUDE OIL TANKER",538006446,"V7NH3","Marshall Is [MH]","Tanker",160449,301014,2016,"Active",333,60
9329708,"AL JABRIYAH II","CRUDE OIL TANKER",447163000,"9KEH","Kuwait [KW]","Tanker",161113,317570,2007,"Active",333,60
9486520,"NEW HORIZON","CRUDE OIL TANKER",477174100,"VRKM3","Hong Kong [HK]","Tanker",164680,318227,2012,"Active",333,60
9216717,"ANTONIS I.ANGELICOUSSIS","CRUDE OIL TANKER",241341000,"SVCA8","Greece [GR]","Tanker",156758,306085,2000,"Active",332,58
9174220,"MARAN REGULUS","CRUDE OIL TANKER",241295000,"SVBX4","Greece [GR]","Tanker",160036,310106,2000,"Active",333,58
9419620,"C.GLORY","CRUDE OIL TANKER",370758000,"3FQD4","Panama [PA]","Tanker",160619,314089,2009,"Active",336,60
9402990,"C.MAJESTY","CRUDE OIL TANKER",370783000,"3FWV2","Panama [PA]","Tanker",160619,316427,2008,"Active",336.17,60
9362877,"YAKUMOSAN","CRUDE OIL TANKER",538003428,"V7QS7","Marshall Is [MH]","Tanker - Hazard A (Major)",159943,302165,2008,"Active",333,60
9149794,"PEENE ORE","ORE CARRIER",211698000,"DBRE","Germany [DE]","Cargo",155051,322398,1997,"Active",332,58
9230907,"GOOD NEWS","CRUDE OIL TANKER",636018083,"D5OC4","Liberia [LR]","Tanker",161135,319430,2002,"Active",332.99,60.05
9251602,"ROKKOSAN","CRUDE OIL TANKER",432862000,"7JMA","Japan [JP]","Tanker - Hazard A (Major)",160133,300257,2003,"Active",333,60
9294252,"OTOWASAN","CRUDE OIL TANKER",371687000,"3EDW5","Panama [PA]","Tanker",160292,302477,2005,"Active",333,60
9297539,"STARLIGHT VENTURE","CRUDE OIL TANKER",477680100,"VRAL2","Hong Kong [HK]","Tanker",161045,317970,2004,"Active",333,60
9313149,"TAMAGAWA","CRUDE OIL TANKER",374607000,"3FVV3","Panama [PA]","Tanker",160133,314237,2007,"Active",333,60
9339973,"TAIGA","CRUDE OIL TANKER",372618000,"3EJT8","Panama [PA]","Tanker",160109,311141,2007,"Active",333,60
9603207,"NEW HARMONY","CRUDE OIL TANKER",477390500,"VRNW6","Hong Kong [HK]","Tanker - Hazard A (Major)",165680,320391,2014,"Active",333,60
9493092,"CSB YEARS","ORE CARRIER",477413700,"VRKI6","Hong Kong [HK]","Cargo",151825,315085,2012,"Active",330,57
9486518,"NEW VIGOROUS","CRUDE OIL TANKER",477462300,"VRJU3","Hong Kong [HK]","Other",164680,318506,2011,"Active",333,59
9493119,"CSB TALENT","ORE CARRIER",477464900,"VRLB5","Hong Kong [HK]","Cargo",152333,315042,2013,"Active",330,57
9315070,"BW BAUHINIA","CRUDE OIL TANKER",232006242,"MAOL9","United Kingdom [GB]","Tanker",158569,301019,2007,"Active",332,58.04
9321299,"TENKI","CRUDE OIL TANKER",372495000,"3EJE9","Panama [PA]","Tanker",160295,313987,2007,"Active",333,60
9315642,"SEAHERO","CRUDE OIL TANKER",311000423,"C6CB3","Bahamas [BS]","Tanker - Hazard A (Major)",157844,306507,2006,"Active",332,58.04
9643271,"C.PASSION","CRUDE OIL TANKER",355313000,"3FZJ","Panama [PA]","Tanker",160705,313998,2013,"Active",333,60
9294563,"TAGA","CRUDE OIL TANKER",355015000,"H8UX","Panama [PA]","Tanker",160007,303430,2004,"Active",332.98,60
9224805,"KOS","CRUDE OIL TANKER",229778000,"9HA3600","Malta [MT]","Tanker",154348,305870,2001,"Active",340,50
9241102,"POWER D","CRUDE OIL TANKER",209292000,"P3LK9","Cyprus [CY]","Tanker",161306,319012,2003,"Active",332.9,60
9569683,"DANIEL","CRUDE OIL TANKER",354921000,"3FTS4","Panama [PA]","Tanker",165784,319260,2013,"Active",332.57,60.04
9569621,"STARLA","CRUDE OIL TANKER",374022000,"3FLU2","Panama [PA]","Tanker",164796,317473,2012,"Active",333,60
9569205,"SEA STAR III","CRUDE OIL TANKER",351127000,"3FLZ7","Panama [PA]","Tanker",164796,317519,2012,"Active",333,60
9569671,"DINO I","CRUDE OIL TANKER",357481000,"3FWP4","Panama [PA]","Tanker",165784,319300,2012,"Active",332.55,60.03
9569700,"DERYA","CRUDE OIL TANKER",353600000,"3FNU9","Panama [PA]","Tanker",165784,319295,2013,"Active",332.95,59.97
9357183,"HUGE","CRUDE OIL TANKER",353549000,"3FAA8","Panama [PA]","High Speed Craft",163660,317367,2008,"Active",333.17,60
9362059,"HERBY","CRUDE OIL TANKER",371652000,"3FCI9","Panama [PA]","Tanker",163660,317356,2008,"Active",333,61
9357406,"AMBER","CRUDE OIL TANKER",373220000,"3FYV6","Panama [PA]","Tanker - Hazard A (Major)",163660,317356,2008,"Active",333,60
9629378,"JING GANG SAN","CRUDE OIL TANKER",566752000,"9V9377","Singapore [SG]","Tanker",164169,318448,2013,"Active",333.04,60
9597240,"EAGLE VANCOUVER","CRUDE OIL TANKER",566776000,"9VFF9","Singapore [SG]","Tanker",161974,320299,2013,"Active",333,60
9179610,"MERLION M","FLOATING STORAGE/PRODUCTION",518975000,"E5U2923","Cook Is [CK]","Other",159187,308571,1999,"Active",333,58
9735361,"GEM NO.1","CRUDE OIL TANKER",356593000,"HOCK","Panama [PA]","Tanker",156501,302652,2016,"Active",330,60
9569645,"SERENA","CRUDE OIL TANKER",351177000,"3FUU7","Panama [PA]","Tanker",160000,317536,2013,"Active",322.33,60
9356593,"DREAM II","CRUDE OIL TANKER",374523000,"3EEX7","Panama [PA]","Tanker",164241,319988,2008,"Active",333,60
9357717,"DORE","CRUDE OIL TANKER",351413000,"3FVF","Panama [PA]","Tanker",164241,317850,2009,"Active",333,60
9569657,"SEA CLIFF","CRUDE OIL TANKER",353876000,"H8OQ","Panama [PA]","Tanker",164796,317502,2013,"Active",333,60
9513115,"ARAGONA","CRUDE OIL TANKER",413328720,"BBCV","China [CN]","Tug",158970,319319,2012,"Active",333,60.04
9220952,"HARAD","CRUDE OIL TANKER",403543000,"HZGB","Saudi Arabia [SA]","Tanker",159990,303115,2001,"Active",333.27,58
9493107,"CSB HERALD","ORE CARRIER",477947300,"VRKQ6","Hong Kong [HK]","Cargo",151825,315146,2012,"Active",330,57
9387554,"KAOMBO SUL","CRUDE OIL TANKER",228316600,"FNSJ","France [FR]","Tanker",160991,318000,2009,"Active",333.13,60
9292187,"SEAKING","CRUDE OIL TANKER",311873000,"C6UC7","Bahamas [BS]","Tanker - Hazard B",161382,318669,2005,"Active",333,60.04
9290347,"S GLORY","CRUDE OIL TANKER",356869000,"3ETA9","Panama [PA]","Tanker",161045,318658,2004,"Active",330,60
9454498,"TSUGARU","CRUDE OIL TANKER",431238000,"7JVF","Japan [JP]","Tanker",160152,301498,2010,"Active",333,60
9289491,"AQUARIUS VOYAGER","CRUDE OIL TANKER",311813000,"C6UC3","Bahamas [BS]","Tanker",161331,320821,2005,"Active",333,60
