"IMO","Name","Vessel.Type","MMSI","Call.Sign","Flag","AIS.Vessel.Type","Gross.Tonnage","Deadweight","Year.Built","Status","Length","Breadth"
9295000,"ARIES VOYAGER","CRUDE OIL TANKER",311821000,"C6UK7","Bahamas [BS]","Tanker",160808,320871,2006,"Active",333,60
9330563,"MARAN CANOPUS","CRUDE OIL TANKER",240677000,"SXUQ","Greece [GR]","Tanker - Hazard A (Major)",158970,309000,2007,"Active",333,60
9352561,"ANDROMEDA","CRUDE OIL TANKER",256568000,"9HA3956","Malta [MT]","Tanker",162198,321300,2008,"Active",333,60
9289726,"ARGENTA","CRUDE OIL TANKER",240562000,"SXDW","Greece [GR]","Tanker",161175,319180,2005,"Active",333,60.04
9264881,"NISSHO MARU","CRUDE OIL TANKER",373559000,"H9SR","Panama [PA]","Tanker",160123,300544,2004,"Active",333,60
9605190,"C.INFINITY","CRUDE OIL TANKER",373606000,"3FKR7","Panama [PA]","Tanker",160705,313990,2012,"Active",333,60
9607863,"MITAKE","TANKER",373768000,"3FOS8","Panama [PA]","Tanker - Hazard A (Major)",160057,305219,2012,"Active",333,60
9595618,"C.INNOVATOR","CRUDE OIL TANKER",373838000,"3FGA2","Panama [PA]","Tanker",164533,313999,2012,"Active",332.95,60
9623269,"JUNIN","CRUDE OIL TANKER",565178000,"9VHY5","Singapore [SG]","Tanker",167572,320899,2015,"Active",332,60.04
9386964,"DORRA","CRUDE OIL TANKER",311017300,"C6XO3","Bahamas [BS]","Tanker",160782,317458,2009,"Active",333,60
9388273,"SAHBA","CRUDE OIL TANKER",403547000,"HZGE","Saudi Arabia [SA]","Tanker",160782,317563,2009,"Active",333.04,60
9588299,"ARCTURUS VOYAGER","TANKER",311027300,"C6YA7","Bahamas [BS]","Tanker",161535,317052,2010,"Active",333,60
9581203,"ANTARES VOYAGER","TANKER",311056800,"C6ZJ5","Bahamas [BS]","Tanker",161535,317052,2012,"Active",333,60
9602473,"LEO VOYAGER","CRUDE OIL TANKER",311000012,"C6AB7","Bahamas [BS]","Tanker",164511,319450,2014,"Active",333,60
9386938,"JANA","CRUDE OIL TANKER",311009800,"C6XH6","Bahamas [BS]","Tanker",160782,317693,2008,"Active",333.04,60
9386940,"HABARI","CRUDE OIL TANKER",311009900,"C6XH7","Bahamas [BS]","Tanker",160782,317664,2008,"Active",333.04,60
9513763,"NAVE SYNERGY","TANKER",477476300,"VROB5","Hong Kong [HK]","Tanker",160102,309741,2010,"Active",333,60
9559406,"TAI HUNG SAN","CRUDE OIL TANKER",565352000,"9VBC7","Singapore [SG]","Tanker",163882,317924,2010,"Active",333,60
9323429,"KHK VISION","CRUDE OIL TANKER",565394000,"9VDZ4","Singapore [SG]","Tanker",158463,305749,2007,"Active",332,58
9352559,"PHOENIX VANGUARD","CRUDE OIL TANKER",565550000,"9VFL6","Singapore [SG]","Tanker",157844,306506,2007,"Active",332,58
9384203,"SHAYBAH","CRUDE OIL TANKER",403561000,"HZGX","Saudi Arabia [SA]","Tanker",162252,319429,2008,"Active",332,58
9384215,"KHUZAMA","CRUDE OIL TANKER",403562000,"HZGY","Saudi Arabia [SA]","Tanker",162252,319423,2008,"Active",333,60
9384227,"JALADI","CRUDE OIL TANKER",636013450,"A8NB2","Liberia [LR]","Tanker",162252,319464,2009,"Active",332,58
9537745,"SARA","CRUDE OIL TANKER",228047900,"FIOF","France [FR]","Tanker",164641,323183,2011,"Active",332,60
9389899,"BASRA","CRUDE OIL TANKER",636014688,"A8VX2","Liberia [LR]","Tanker",162198,321300,2010,"Active",333,60.05
9662887,"ENEOS SPIRIT","CRUDE OIL TANKER",431353000,"7JXK","Japan [JP]","Tanker",159585,312247,2014,"Active",339.5,60
9689990,"NEW TRIUMPH","CRUDE OIL TANKER",477181600,"VROS9","Hong Kong [HK]","Tanker",165209,318517,2015,"Active",333,60
9683685,"VL PRIME","CRUDE OIL TANKER",352761000,"3FPE6","Panama [PA]","Tanker",161367,319547,2015,"Active",333.08,60
9328716,"YUGAWASAN","CRUDE OIL TANKER",371441000,"3ECR4","Panama [PA]","Tanker - Hazard A (Major)",159860,302481,2005,"Active",333,60
9233650,"T.PROGRESS","CRUDE OIL TANKER",564504000,"9V3515","Singapore [SG]","Tanker",157003,305795,2002,"Active",332,58
9294240,"KATSURAGISAN","CRUDE OIL TANKER",431100000,"7KAN","Japan [JP]","Tanker",160292,311620,2005,"Active",333,60
9404924,"C.GALAXY","CRUDE OIL TANKER",354231000,"3FSE8","Panama [PA]","Tanker",160619,316427,2009,"Active",336,60.05
9233789,"VOYAGER I","CRUDE OIL TANKER",538006191,"V7KP6","Marshall Is [MH]","Tanker",160100,309233,2003,"Active",332,58
9102277,"SAFANIYAH","CRUDE OIL TANKER",403522000,"HZAY","Saudi Arabia [SA]","Tanker",163882,300361,1997,"Active",340,56.04
9332535,"WAFRAH","CRUDE OIL TANKER",309845000,"C6VX6","Bahamas [BS]","Tanker",160782,317788,2007,"Active",333,60.05
9267118,"NICHIOH","CRUDE OIL TANKER",353057000,"H3MB","Panama [PA]","Tanker - Hazard A (Major)",159872,303994,2004,"Active",332.98,60
9264893,"TSURUMI","CRUDE OIL TANKER",431348000,"7JXJ","Japan [JP]","Tanker",159960,300610,2003,"Active",333,60
9643283,"C.FREEDOM","CRUDE OIL TANKER",353370000,"HPEJ","Panama [PA]","Tanker",160705,313998,2013,"Active",333,60
9164835,"JOHN AGYEKUM KUFUOR","FLOATING STORAGE/PRODUCTION",563009300,"9V3160","Singapore [SG]","Tanker",164428,309996,1998,"Active",333.07,58.04
7379993,"FPSO SAXI BATUQUE","FLOATING STORAGE/PRODUCTION",308788000,"C6WB5","Bahamas [BS]","Other",157525,310991,1977,"Active",343.62,56
9102239,"RAMLAH","CRUDE OIL TANKER",403523000,"HZAC","Saudi Arabia [SA]","Tanker",163882,300361,1996,"Active",340,56.04
9102241,"GHAWAR","CRUDE OIL TANKER",403525000,"HZBF","Saudi Arabia [SA]","Tanker",163882,300361,1996,"Active",340,56.04
9402732,"HUA SAN","CRUDE OIL TANKER",563715000,"9VEX4","Singapore [SG]","Tanker",164680,318068,2008,"Active",333,60.05
9473561,"CSB BRILLIANT","ORE CARRIER",477902100,"VRKH2","Hong Kong [HK]","Cargo",151825,315228,2012,"Active",330,57
9153525,"DEWI MAESWARA","CRUDE OIL TANKER",525016611,"PNIW","Indonesia [ID]","Tanker",159423,300149,1998,"Active",332.94,60
9602629,"BRIGHTOIL GRAVITY","CRUDE OIL TANKER",477771300,"VRKW3","Hong Kong [HK]","Tanker",161296,319911,2012,"Active",333.14,60.05
9602631,"BRIGHTOIL GALAXY","CRUDE OIL TANKER",477771400,"VRKW4","Hong Kong [HK]","Tanker",161296,319743,2012,"Active",333.14,60.05
9244867,"NAVE ELECTRON","CRUDE OIL TANKER",477848400,"VRNM2","Hong Kong [HK]","Tanker",159016,305178,2002,"Active",332,58
9689976,"NEW DREAM","CRUDE OIL TANKER",477848800,"VRNK9","Hong Kong [HK]","Tanker",165209,318570,2014,"Active",333,60
9012238,"PETROBRAS 58","FLOATING STORAGE/PRODUCTION",538003137,"V7OQ4","Marshall Is [MH]","Unspecified",153971,312899,1991,"Active",330,56
9292163,"FRONT FORCE","CRUDE OIL TANKER",538003559,"V7RP8","Marshall Is [MH]","Tanker",156873,305442,2004,"Active",330.25,60
9294290,"ASIAN PROGRESS III","CRUDE OIL TANKER",564676000,"S6CJ5","Singapore [SG]","Tanker",159875,306352,2004,"Active",333,60
9230878,"EAGLE VIRGINIA","CRUDE OIL TANKER",564422000,"S6HU8","Singapore [SG]","Tanker",161233,319029,2002,"Active",332.99,60.05
9513751,"PHOENIX VIGOR","TANKER",564430000,"9V8197","Singapore [SG]","Tanker - Hazard A (Major)",160160,309887,2009,"Active",332.99,60
9387267,"TSUSHIMA","CRUDE OIL TANKER",564454000,"9VHE8","Singapore [SG]","Tanker - Hazard D (Recognizable)",160116,310391,2008,"Active",333,60
9237797,"LULU","CRUDE OIL TANKER",403590000,"HZGM","Saudi Arabia [SA]","Tanker",164292,316507,2003,"Active",333,60.05
9237773,"HILWAH","CRUDE OIL TANKER",403556000,"HZGR","Saudi Arabia [SA]","Tanker",164292,316808,2002,"Active",333,60.05
9158264,"PLATA PIONEER","CRUDE OIL TANKER",538006006,"V7IW7","Marshall Is [MH]","Tanker",159423,300144,1999,"Active",333,60
9244635,"DRAGON","CRUDE OIL TANKER",636018156,"D5OL2","Liberia [LR]","Tanker",160084,300405,2002,"Active",333,60
9180140,"RIDGEBURY PIONEER","CRUDE OIL TANKER",538006391,"V7MO6","Marshall Is [MH]","Tanker",160216,306397,1999,"Active",334,58
9291274,"V.K.EDDIE","CRUDE OIL TANKER",356245000,"3EAT8","Panama [PA]","Tanker",159016,305261,2005,"Active",332,58.04
9251951,"KOHO I","CRUDE OIL TANKER",431318000,"7JWF","Japan [JP]","Tanker",154283,301045,2002,"Active",333,60
9205079,"DS VALENTINA","CRUDE OIL TANKER",356585000,"H8XE","Panama [PA]","Tanker",159187,308491,2000,"Active",322.95,58.05
9770646,"ELBHOFF","CRUDE OIL TANKER",477584500,"VRPX3","Hong Kong [HK]","Tanker",160462,300837,2017,"Active",333,60
9779824,"ASLAF","CRUDE OIL TANKER",403533000,"HZDJ","Saudi Arabia [SA]","Tanker",154100,3e+05,2017,"Active",333,60
9516923,"GC FUZHOU","CRUDE OIL TANKER",565407000,"9V2102","Singapore [SG]","Tanker",166223,319725,2014,"Active",332.95,59.99
9723590,"YUAN QIU HU","CRUDE OIL TANKER",414214000,"BOWY","China [CN]","Tanker",160081,308371,2015,"Active",333,60
9113977,"PROF.JOHN EVANS ATTA MILLS","FLOATING STORAGE/PRODUCTION",311000254,"C6BG3","Bahamas [BS]","Tanker",171650,300955,1997,"Active",340,56.05
9002738,"SHAGANG GIANT","ORE CARRIER",636011949,"A8CN4","Liberia [LR]","Cargo",157402,306902,1993,"Active",332.05,60.04
9569695,"DIONA","CRUDE OIL TANKER",355278000,"3EGL9","Panama [PA]","Tanker",165784,319297,2013,"Active",332.53,60.05
9683697,"VL PROSPERITY","CRUDE OIL TANKER",374349000,"3FJV6","Panama [PA]","Tanker",161367,319547,2015,"Active",333.08,60
9723588,"YUAN HUA HU","CRUDE OIL TANKER",414213000,"BOXM","China [CN]","Tanker",160081,308663,2015,"Active",333,60
9788899,"FRONT PRINCE","CRUDE OIL TANKER",538007561,"V7US2","Marshall Is [MH]","Tanker",157142,301187,2017,"Active",336,60
9321213,"TOWADA","CRUDE OIL TANKER",431354000,"7JXI","Japan [JP]","Tanker",159967,305801,2006,"Active",333,60
9519717,"AWTAD","CRUDE OIL TANKER",403539000,"HZFU","Saudi Arabia [SA]","Tanker",160493,317660,2011,"Active",333,60
9358292,"NEWTON","CRUDE OIL TANKER",205073000,"ONHV","Belgium [BE]","Tanker",159911,307284,2009,"Active",332.93,58
9304655,"TOBA","CRUDE OIL TANKER",352357000,"H9DW","Panama [PA]","Tanker",160068,310389,2004,"Active",332.99,60
9256987,"C.EMPEROR","CRUDE OIL TANKER",357415000,"H3GT","Panama [PA]","Tanker",159530,317650,2004,"Active",336,59.64
9597276,"BRITISH VANTAGE","CRUDE OIL TANKER",235102458,"2HCH5","United Kingdom [GB]","Tanker",161833,320278,2013,"Active",333,60
9297486,"DESH UJAALA","CRUDE OIL TANKER",419532000,"AUFI","India [IN]","Tanker",161202,316217,2005,"Active",333,60.04
9206035,"SILVER GLORY","CRUDE OIL TANKER",538005486,"V7EK9","Marshall Is [MH]","Tanker",159566,302203,2001,"Active",333,60.04
9457543,"HOJO","CRUDE OIL TANKER",205677000,"ONIG","Belgium [BE]","Tanker",156990,302965,2013,"Active",330,60
9597252,"EAGLE VARNA","CRUDE OIL TANKER",566848000,"9V6189","Singapore [SG]","Tanker",161974,320299,2013,"Active",333,60
9118393,"ENERGY STAR","CRUDE OIL TANKER",567485000,"HSB4811","Thailand [TH]","Tanker",164371,309966,1997,"Active",329.77,58
9312511,"NEPTUN","CRUDE OIL TANKER",538005796,"V7HB4","Marshall Is [MH]","Tanker",159911,307284,2007,"Active",334,58
9470040,"OLYMPIC LEOPARD","CRUDE OIL TANKER",241380000,"SVCE7","Greece [GR]","Tanker",170004,319368,2011,"Active",339.76,60.04
9779812,"MAHARAH","OIL PRODUCTS TANKER",403532000,"HZBG","Saudi Arabia [SA]","Tanker",154252,3e+05,2017,"Active",330,60.04
9726803,"STELLAR BANNER","ORE CARRIER",538006941,"V7TC5","Marshall Is [MH]","Cargo",151596,300660,2016,"Active",340,55
9421427,"MARAN THETIS","CRUDE OIL TANKER",241325000,"SVBZ4","Greece [GR]","Tanker",161969,320105,2012,"Active",333,60
9337133,"BUNGA KASTURI EMPAT","CRUDE OIL TANKER",533992000,"9MGZ4","Malaysia [MY]","Tanker",157245,300325,2007,"Active",330,60
9643269,"C.SPIRIT","CRUDE OIL TANKER",370252000,"3FMZ9","Panama [PA]","Tanker",160705,313998,2013,"Active",333,60
9416642,"XIN YONG YANG","CRUDE OIL TANKER",413180000,"BPAG","China [CN]","Tanker - Hazard A (Major)",161488,309266,2010,"Active",332.9,60
9259367,"ENEOS TOKYO","CRUDE OIL TANKER",432472000,"JRBI","Japan [JP]","Tanker",160062,300976,2004,"Active",333,60
9365752,"MARBAT","CRUDE OIL TANKER",249159000,"9HMC9","Malta [MT]","Tanker",163257,319994,2008,"Active",330,60
9237632,"MARAN TRITON","CRUDE OIL TANKER",241261000,"SVBT6","Greece [GR]","Tanker",160889,318692,2003,"Active",333,60
9602784,"GEMMA","ORE CARRIER",247302100,"ICPC","Italy [IT]","Cargo",151915,313049,2012,"Active",330,57
9389265,"CAESAR","CRUDE OIL TANKER",249838000,"9HA2033","Malta [MT]","Tanker",158327,318440,2009,"Active",333,60.04
9196620,"UMBA","CRUDE OIL TANKER",273387920,"UEIW","Russia [RU]","Tanker",159397,300259,2001,"Active",332.95,60
9748916,"TIANJIN","CRUDE OIL TANKER",563186000,"9V2105","Singapore [SG]","Tanker",166178,319896,2015,"Active",333,60
9175080,"TINA","CRUDE OIL TANKER",311000248,"C6BF5","Bahamas [BS]","Tanker",158110,309344,1999,"Active",334.54,58
9246645,"APOLLONIA","CRUDE OIL TANKER",240133000,"SYON","Greece [GR]","Tanker",160904,309021,2003,"Active",333.28,58
9285823,"MEDITERRANEAN GLORY","CRUDE OIL TANKER",538007626,"V7IL6","Marshall Is [MH]","Tanker",161175,319247,2004,"Active",333,60.04
9330563,"MARAN CANOPUS","CRUDE OIL TANKER",240677000,"SXUQ","Greece [GR]","Tanker",158970,309000,2007,"Active",333,60
9419474,"APOLYTARES","CRUDE OIL TANKER",240878000,"SVAP8","Greece [GR]","Tanker",160619,316679,2009,"Active",336,60
9410234,"LEONIDAS","CRUDE OIL TANKER",240960000,"SVAV4","Greece [GR]","Tanker",160502,318325,2009,"Active",333,60
9162887,"AL SHEGAYA","CRUDE OIL TANKER",447042000,"9KLU","Kuwait [KW]","Tanker",158503,310513,1998,"Active",334.49,58.04
9534781,"UMM AL AISH","CRUDE OIL TANKER",447025000,"9KEL","Kuwait [KW]","Tanker",162625,319634,2011,"Active",332,60
9361146,"FPSO AKPO","MULTI PURPOSE OFFSHORE VESSEL",657384000,"5NMX","Nigeria [NG]","Other",186448,303669,2008,"Active",310,61
9776559,"SOPHIA","CRUDE OIL TANKER",241436000,"SVCK2","Greece [GR]","Tanker",161287,319398,2017,"Active",336,60.05
9030943,"STELLAR NEPTUNE","ORE CARRIER",538004848,"V7ZK7","Marshall Is [MH]","Cargo",164325,336634,1993,"Active",332.5,58
9339961,"TUBARAO MARU","ORE CARRIER",370303000,"3ESH6","Panama [PA]","Cargo",160774,327127,2008,"Active",340,60
9657179,"ICHTHYS VENTURER","FLOATING STORAGE/PRODUCTION",503000059,"VJN4521","Australia [AU]","Other",195000,340000,2017,"Active",335.6,58.88
9488918,"ORE BRASIL","ORE CARRIER",477913700,"VRPY5","Hong Kong [HK]","Cargo",198980,402347,2011,"Active",362,65.06
9572331,"ORE ITALIA","ORE CARRIER",477913600,"VRPY6","Hong Kong [HK]","Cargo",198980,4e+05,2011,"Active",362,65.06
9593957,"SHANDONG DA ZHI","ORE CARRIER",477148200,"VRRI4","Hong Kong [HK]","Cargo",198980,402387,2012,"Active",362,65.06
9235268,"TI EUROPE","CRUDE OIL TANKER",228083900,"FJXA","France [FR]","Tanker",234006,441561,2002,"Active",380,68.05
9575515,"SEA MARANHAO","ORE CARRIER",538005109,"V7BB5","Marshall Is [MH]","Cargo",199959,403844,2013,"Active",361,65.64
7417460,"FSO CIDADE DE MACAE MV15","FLOATING STORAGE/PRODUCTION",308384000,"C6VQ6","Bahamas [BS]","Tanker",199186,396687,1979,"Active",419.06,69.49
8420804,"BERGE STAHL","ORE CARRIER",235089333,"2EZE5","United Kingdom [GB]","Cargo",175720,364767,1986,"Active",342.08,63.53
7389510,"KOME KRIBI I","FLOATING STORAGE/PRODUCTION",613002810,"TJFS2","Cameroon [CM]","Tanker",169593,357106,1977,"Active",362.49,60
9575486,"SEA FUJIYAMA","ORE CARRIER",538004778,"V7ZA5","Marshall Is [MH]","Cargo",199959,403811,2012,"Active",361,65.64
9532549,"ORE SHANDONG","ORE CARRIER",477510500,"VRPH3","Hong Kong [HK]","Cargo",201384,400440,2012,"Active",359.93,64.97
9246633,"SEAWAYS LAURA LYNN","CRUDE OIL TANKER",538002371,"V7IG4","Marshall Is [MH]","Tanker",234006,441585,2003,"Active",380,68
9575498,"SEA TUBARAO","ORE CARRIER",538004918,"V7ZU6","Marshall Is [MH]","Cargo",199959,403784,2013,"Active",361,65.64
9315111,"GREATER PLUTONIO","FLOATING STORAGE/PRODUCTION",310480000,"ZCDN6","Bermuda [BM]","Fishing",181173,325340,2006,"Active",319.11,58
7389443,"BAOBAB IVOIRIEN MV10","FLOATING STORAGE/PRODUCTION",311488000,"C6FV6","Bahamas [BS]","Tanker",167349,351491,1976,"Active",390,60
9532551,"YUAN ZHEN HAI","ORE CARRIER",566587000,"9V9120","Singapore [SG]","Cargo",201384,399997,2013,"Active",359.85,65.05
9224752,"FSO ASIA","FLOATING STORAGE/PRODUCTION",538003426,"V7QR6","Marshall Is [MH]","Tanker",236638,441893,2002,"Active",380,68
9532537,"ORE HEBEI","ORE CARRIER",477510200,"VRPG8","Hong Kong [HK]","Cargo",201384,400535,2012,"Active",359.9,65.05
8765292,"KIZOMBA A FPSO","FLOATING STORAGE/PRODUCTION",999999998,"KZAFPSO","-","Other",187864,340660,2004,"Active",285.04,63
7389405,"FPSO FLUMINENSE","FLOATING STORAGE/PRODUCTION",311483000,"C6FU8","Bahamas [BS]","Tanker",171186,356400,1974,"Active",362.46,59.99
9224764,"FSO AFRICA","FLOATING STORAGE/PRODUCTION",538002388,"V7IJ5","Marshall Is [MH]","Tanker",236638,441655,2002,"Active",378.4,68.05
9544114,"KHALIJ E FARS","FLOATING STORAGE/PRODUCTION",572362210,"T2AN4","Tuvalu [TV]","Tanker - Hazard D (Recognizable)",190612,355015,2011,"Active",334.67,60.05
9532599,"YUAN ZHUO HAI","ORE CARRIER",563950000,"9V9123","Singapore [SG]","Cargo",201384,399974,2014,"Active",359.89,65.06
9280823,"ERHA FPSO","FLOATING STORAGE/PRODUCTION",657011052,"5NHO","Nigeria [NG]","Other",188758,375600,2005,"Active",296,63.05
7708302,"YUUM K'AK' NAAB","FLOATING STORAGE/PRODUCTION",310489000,"ZCDP7","Bermuda [BM]","Tanker - Hazard A (Major)",189863,360700,1981,"Active",340.5,65.06
9575450,"SEA QINGDAO","ORE CARRIER",538004553,"V7XR6","Marshall Is [MH]","Cargo",199959,404389,2012,"Active",361,65.64
9532628,"PACIFIC MARINER","ORE CARRIER",477178600,"VROY8","Hong Kong [HK]","Cargo",201384,400032,2015,"Active",359.9,65.06
9532525,"PACIFIC WARRIOR","ORE CARRIER",477178500,"VROZ4","Hong Kong [HK]","Cargo",201384,400398,2012,"Active",360,65
9340001,"GLOBAL HARMONY","ORE CARRIER",357156000,"3FOI8","Panama [PA]","Cargo",160774,327095,2009,"Active",340,60
9593969,"ORE KOREA","ORE CARRIER",477913500,"VRPY7","Hong Kong [HK]","Cargo",198980,4e+05,2013,"Active",362,65.06
9532575,"YUAN SHI HAI","ORE CARRIER",566863000,"9V9121","Singapore [SG]","Cargo",201384,400293,2013,"Active",359.9,65.06
9593919,"SHANDONG DA CHENG","ORE CARRIER",477118800,"VRRB5","Hong Kong [HK]","Cargo",198980,402285,2012,"Active",362,65.06
9572343,"SHANDONG DA REN","ORE CARRIER",566412000,"9V9130","Singapore [SG]","Cargo",198980,402285,2012,"Active",362,65.06
9532513,"ORE DONGJIAKOU","ORE CARRIER",477510300,"VRPG9","Hong Kong [HK]","Cargo",201384,400606,2012,"Active",359.94,65.05
9532587,"YUAN JIAN HAI","ORE CARRIER",563254000,"9V9122","Singapore [SG]","Cargo",201384,399995,2013,"Active",359.87,65.05
9522972,"ORE CHINA","ORE CARRIER",477510400,"VRPH2","Hong Kong [HK]","Cargo",201384,400606,2011,"Active",359.94,65.05
9572329,"SHANDONG DA DE","ORE CARRIER",477118900,"VRRB6","Hong Kong [HK]","Cargo",198980,402303,2011,"Active",362,65.06
9532604,"PACIFIC MERCHANTS","ORE CARRIER",477178700,"VR0Y9","Hong Kong [HK]","Cargo",201384,400101,2014,"Active",359.77,65.06
9566526,"SAHAM MAX","ORE CARRIER",538004900,"V7ZR9","Marshall Is [MH]","Cargo",201336,400694,2013,"Active",360,65
9566538,"SHINAS MAX","ORE CARRIER",538004899,"V7ZR8","Marshall Is [MH]","Cargo",201336,400285,2013,"Active",360,65
9566514,"LIWA MAX","BULK CARRIER",538004889,"V7ZP9","Marshall Is [MH]","Cargo",201384,400314,2012,"Active",360,65
9565065,"SOHAR MAX","ORE CARRIER",538004888,"V7ZP8","Marshall Is [MH]","Cargo",201384,400315,2012,"Active",360,65
9575474,"SEA INDONESIA","ORE CARRIER",538004826,"V7ZH3","Marshall Is [MH]","Cargo",199959,404389,2012,"Active",361,65.64
9575462,"SEA ESPIRITO SANTO","ORE CARRIER",538004765,"V7YY5","Marshall Is [MH]","Cargo",199959,403627,2012,"Active",361,65.64
9575448,"SEA BEIJING","ORE CARRIER",538004438,"V7XB3","Marshall Is [MH]","Cargo",199959,404389,2011,"Active",361,65.64
7376472,"SAFER","FLOATING STORAGE/PRODUCTION",473111194,"4WAAB","Yemen [YE]","Other",192673,400219,1976,"Active",350,70.03
9447536,"BERGE EVEREST","ORE CARRIER",235118625,"2JST6","United Kingdom [GB]","Unspecified",195199,388000,2011,"Active",360.97,65.06
9593505,"PIONEERING SPIRIT","CRANE SHIP",249110000,"9HA4112","Malta [MT]","Unspecified",403342,499125,2014,"Active",477,124
9321275,"BRASIL MARU","ORE CARRIER",352131000,"3ENR9","Panama [PA]","Cargo",160774,327180,2007,"Active",340,60
9343962,"FPSO DALIA","FLOATING STORAGE/PRODUCTION",351691000,"3EEL9","Panama [PA]","Other",190217,4e+05,2006,"Active",312.4,60
7372074,"FPSO ESPIRITO SANTO","FLOATING STORAGE/PRODUCTION",309275000,"C6JZ4","Bahamas [BS]","Other",138160,391653,1975,"Active",331,57.2
9287936,"KIZOMBA B FPSO","FLOATING STORAGE/PRODUCTION",123456792,"ABCBE","-","Other",188203,340660,2005,"Active",285.04,60.04
9447562,"BERGE NEBLINA","ORE CARRIER",235094793,"2FWI7","United Kingdom [GB]","Cargo",195199,388000,2013,"Active",360.92,65.06
9447550,"BERGE JAYA","ORE CARRIER",235092455,"2FMJ3","United Kingdom [GB]","Cargo",195199,388000,2012,"Active",360.92,65.06
9447548,"BERGE ACONCAGUA","ORE CARRIER",235090341,"2FDN7","United Kingdom [GB]","Cargo",195199,388000,2012,"Active",360.92,65.06
