"MMSI","IMO","IR","Ship Name","Call Sign",
"538005797","9437177","N/A","OLYMPIC TRUST","A8VF6",
"Timestamp","Lat","Lon","Heading","Speed","Source",
"2018-08-13 17:55:03Z","-29.04707","44.37177","62","14.2","Sat-AIS",
"2018-08-13 17:55:03Z","-29.04707","44.37177","62","14.2","Sat-AIS",
"2018-08-13 17:54:57Z","-29.04723","44.37137","61.2","14.3","Sat-AIS",
"2018-08-13 16:30:28Z","-29.19958","44.0325","61.8","13.8","Sat-AIS",
"2018-08-13 16:30:28Z","-29.19958","44.0325","61.8","13.8","Sat-AIS",
"2018-08-13 16:27:00Z","-29.206","44.01907","62","13.8","Sat-AIS",
"2018-08-13 16:27:00Z","-29.206","44.01907","62","13.8","Sat-AIS",
"2018-08-13 16:27:00Z","-29.206","44.01907","62","13.8","Sat-AIS",
"2018-08-13 16:27:00Z","-29.206","44.01907","62","13.8","Sat-AIS",
"2018-08-13 16:27:00Z","-29.206","44.01907","62","13.8","Sat-AIS",
"2018-08-13 16:26:39Z","-29.20663","44.01772","60","13.9","Sat-AIS",
"2018-08-13 16:26:39Z","-29.20663","44.01772","60","13.9","Sat-AIS",
"2018-08-13 16:25:39Z","-29.20845","44.01385","62.2","13.7","Sat-AIS",
"2018-08-13 16:25:39Z","-29.20845","44.01385","62.2","13.7","Sat-AIS",
"2018-08-13 16:25:29Z","-29.20875","44.0132","63.7","13.8","Sat-AIS",
"2018-08-13 16:25:18Z","-29.20903","44.01254","60.6","13.9","Sat-AIS",
"2018-08-13 16:25:18Z","-29.20903","44.01254","60.6","13.9","Sat-AIS",
"2018-08-13 16:25:18Z","-29.20903","44.01254","60.6","13.9","Sat-AIS",
"2018-08-13 16:25:00Z","-29.2096","44.01132","62.2","13.8","Sat-AIS",
"2018-08-13 16:25:00Z","-29.2096","44.01132","62.2","13.8","Sat-AIS",
"2018-08-13 16:25:00Z","-29.2096","44.01132","62.2","13.8","Sat-AIS",
"2018-08-13 16:25:00Z","-29.2096","44.01132","62.2","13.8","Sat-AIS",
"2018-08-13 16:25:00Z","-29.2096","44.01132","62.2","13.8","Sat-AIS",
"2018-08-13 16:25:00Z","-29.2096","44.01132","62.2","13.8","Sat-AIS",
"2018-08-13 16:24:28Z","-29.21053","44.0093","62","13.7","Sat-AIS",
"2018-08-13 16:24:18Z","-29.21082","44.00865","62.7","13.9","Sat-AIS",
"2018-08-13 16:24:00Z","-29.21135","44.0075","62.5","13.9","Sat-AIS",
"2018-08-13 16:23:48Z","-29.21172","44.0067","61.8","13.7","Sat-AIS",
"2018-08-13 16:23:39Z","-29.21202","44.00607","62.5","13.9","Sat-AIS",
"2018-08-13 16:23:29Z","-29.21227","44.00548","61.4","13.8","Sat-AIS",
"2018-08-13 16:22:38Z","-29.21378","44.00218","63.1","13.9","Sat-AIS",
"2018-08-13 16:22:18Z","-29.21438","44.00089","63.9","13.8","Sat-AIS",
"2018-08-13 16:22:18Z","-29.21438","44.00089","63.9","13.8","Sat-AIS",
"2018-08-13 16:22:18Z","-29.21438","44.00089","63.9","13.8","Sat-AIS",
"2018-08-13 16:22:09Z","-29.21463","44.00028","62","13.9","Sat-AIS",
"2018-08-13 16:22:09Z","-29.21463","44.00028","62","13.9","Sat-AIS",
"2018-08-13 16:22:08Z","-29.21463","44.00028","62","13.9","Sat-AIS",
"2018-08-13 16:21:49Z","-29.21525","43.99892","61","13.9","Sat-AIS",
"2018-08-13 16:21:48Z","-29.21525","43.99892","61","13.9","Sat-AIS",
"2018-08-13 16:21:29Z","-29.21582","43.99768","61","13.9","Sat-AIS",
"2018-08-13 16:21:18Z","-29.21615","43.99697","62.6","13.8","Sat-AIS",
"2018-08-13 16:21:18Z","-29.21615","43.99697","62.6","13.8","Sat-AIS",
"2018-08-13 16:21:18Z","-29.21615","43.99697","62.6","13.8","Sat-AIS",
"2018-08-13 16:21:08Z","-29.21642","43.99638","61.8","13.9","Sat-AIS",
"2018-08-13 16:20:48Z","-29.21703","43.99502","61","13.9","Sat-AIS",
"2018-08-13 16:20:48Z","-29.21703","43.99502","61","13.9","Sat-AIS",
"2018-08-13 16:20:39Z","-29.21735","43.99437","61.8","13.8","Sat-AIS",
"2018-08-13 16:20:38Z","-29.21735","43.99437","61.8","13.8","Sat-AIS",
"2018-08-13 16:20:38Z","-29.21735","43.99437","61.8","13.8","Sat-AIS",
"2018-08-13 16:20:29Z","-29.21762","43.99378","61.8","13.8","Sat-AIS",
"2018-08-13 16:20:29Z","-29.21762","43.99378","61.8","13.8","Sat-AIS",
"2018-08-13 16:20:29Z","-29.21762","43.99378","61.8","13.8","Sat-AIS",
"2018-08-13 16:20:18Z","-29.21795","43.99308","63.1","13.9","Sat-AIS",
"2018-08-13 16:20:18Z","-29.21795","43.99308","63.1","13.9","Sat-AIS",
"2018-08-13 16:20:18Z","-29.21795","43.99308","63.1","13.9","Sat-AIS",
"2018-08-13 16:20:09Z","-29.21822","43.99249","61","13.9","Sat-AIS",
"2018-08-13 16:20:08Z","-29.21822","43.99249","61","13.9","Sat-AIS",
"2018-08-13 16:20:04Z","-29.21887","43.99112","61.4","13.8","Sat-AIS",
"2018-08-13 16:20:03Z","-29.21887","43.99112","61.4","13.8","Sat-AIS",
"2018-08-13 16:20:03Z","-29.21887","43.99112","61.4","13.8","Sat-AIS",
"2018-08-13 16:20:03Z","-29.21887","43.99112","61.4","13.8","Sat-AIS",
"2018-08-13 16:19:57Z","-29.21887","43.99112","61.4","13.8","Sat-AIS",
"2018-08-13 16:19:57Z","-29.21887","43.99112","61.4","13.8","Sat-AIS",
"2018-08-13 16:19:57Z","-29.21887","43.99112","61.4","13.8","Sat-AIS",
"2018-08-13 16:19:49Z","-29.21887","43.99112","61.4","13.8","Sat-AIS",
"2018-08-13 16:19:48Z","-29.21887","43.99112","61.4","13.8","Sat-AIS",
"2018-08-13 16:19:48Z","-29.21887","43.99112","61.4","13.8","Sat-AIS",
"2018-08-13 16:19:48Z","-29.21887","43.99112","61.4","13.8","Sat-AIS",
"2018-08-13 16:19:45Z","-29.21898","43.99087","62.2","13.8","Sat-AIS",
"2018-08-13 16:19:44Z","-29.21898","43.99087","62.2","13.8","Sat-AIS",
"2018-08-13 16:19:44Z","-29.21898","43.99087","62.2","13.8","Sat-AIS",
"2018-08-13 16:19:44Z","-29.21898","43.99087","62.2","13.8","Sat-AIS",
"2018-08-13 16:19:39Z","-29.21913","43.99055","62.5","13.9","Sat-AIS",
"2018-08-13 16:19:38Z","-29.21913","43.99055","62.5","13.9","Sat-AIS",
"2018-08-13 16:19:33Z","-29.2193","43.99015","61","14","Sat-AIS",
"2018-08-13 16:19:33Z","-29.2193","43.99015","61","14","Sat-AIS",
"2018-08-13 16:19:30Z","-29.21943","43.98988","61","13.9","Sat-AIS",
"2018-08-13 16:19:29Z","-29.21943","43.98988","61","13.9","Sat-AIS",
"2018-08-13 16:19:29Z","-29.21943","43.98988","61","13.9","Sat-AIS",
"2018-08-13 16:19:29Z","-29.21943","43.98988","61","13.9","Sat-AIS",
"2018-08-13 16:19:16Z","-29.22005","43.9886","61.8","13.9","Sat-AIS",
"2018-08-13 16:19:15Z","-29.22005","43.9886","61.8","13.9","Sat-AIS",
"2018-08-13 16:19:08Z","-29.22005","43.9886","61.8","13.9","Sat-AIS",
"2018-08-13 16:19:08Z","-29.22005","43.9886","61.8","13.9","Sat-AIS",
"2018-08-13 16:19:03Z","-29.22023","43.9882","61.6","13.8","Sat-AIS",
"2018-08-13 16:19:03Z","-29.22023","43.9882","61.6","13.8","Sat-AIS",
"2018-08-13 16:19:03Z","-29.22023","43.9882","61.6","13.8","Sat-AIS",
"2018-08-13 16:18:57Z","-29.22042","43.98782","62.1","13.9","Sat-AIS",
"2018-08-13 16:18:50Z","-29.22062","43.98737","62.2","13.9","Sat-AIS",
"2018-08-13 16:18:50Z","-29.22062","43.98737","62.2","13.9","Sat-AIS",
"2018-08-13 16:18:45Z","-29.22082","43.98697","62.7","13.9","Sat-AIS",
"2018-08-13 16:18:44Z","-29.22082","43.98697","62.7","13.9","Sat-AIS",
"2018-08-13 16:18:44Z","-29.22082","43.98697","62.7","13.9","Sat-AIS",
"2018-08-13 16:18:39Z","-29.22097","43.98665","62.1","13.9","Sat-AIS",
"2018-08-13 16:18:38Z","-29.22097","43.98665","62.1","13.9","Sat-AIS",
"2018-08-13 16:18:33Z","-29.22115","43.98625","62.7","13.9","Sat-AIS",
"2018-08-13 16:18:27Z","-29.22132","43.98587","62.2","13.9","Sat-AIS",
"2018-08-13 16:18:15Z","-29.22168","43.98509","62.2","13.9","Sat-AIS",
"2018-08-13 16:18:15Z","-29.22168","43.98509","62.2","13.9","Sat-AIS",
"2018-08-13 16:18:09Z","-29.22187","43.98468","63.1","13.9","Sat-AIS",
"2018-08-13 16:18:04Z","-29.22202","43.98435","63.1","13.9","Sat-AIS",
"2018-08-13 16:17:58Z","-29.22222","43.9839","62.7","13.9","Sat-AIS",
"2018-08-13 16:17:50Z","-29.22243","43.98345","62.7","13.9","Sat-AIS",
"2018-08-13 16:17:50Z","-29.22243","43.98345","62.7","13.9","Sat-AIS",
"2018-08-13 16:17:45Z","-29.2226","43.98305","62.7","13.9","Sat-AIS",
"2018-08-13 16:17:39Z","-29.22275","43.98272","63.1","13.9","Sat-AIS",
"2018-08-13 16:17:39Z","-29.22275","43.98272","63.1","13.9","Sat-AIS",
"2018-08-13 16:17:38Z","-29.22275","43.98272","63.1","13.9","Sat-AIS",
"2018-08-13 16:17:27Z","-29.2231","43.98193","62.7","13.9","Sat-AIS",
"2018-08-13 16:17:21Z","-29.22332","43.98147","62.7","13.9","Sat-AIS",
"2018-08-13 16:17:20Z","-29.22332","43.98147","62.7","13.9","Sat-AIS",
"2018-08-13 16:17:15Z","-29.22347","43.98115","63.5","13.9","Sat-AIS",
"2018-08-13 16:17:14Z","-29.22347","43.98115","63.5","13.9","Sat-AIS",
"2018-08-13 16:17:04Z","-29.22378","43.98042","62.8","13.9","Sat-AIS",
"2018-08-13 16:16:58Z","-29.22398","43.97997","63.7","13.9","Sat-AIS",
"2018-08-13 16:16:57Z","-29.22398","43.97997","63.7","13.9","Sat-AIS",
"2018-08-13 16:16:57Z","-29.22398","43.97997","63.7","13.9","Sat-AIS",
"2018-08-13 16:16:26Z","-29.22485","43.97798","63.3","14","Sat-AIS",
"2018-08-13 16:16:15Z","-29.2252","43.97718","63.8","13.9","Sat-AIS",
"2018-08-13 16:16:14Z","-29.2252","43.97718","63.8","13.9","Sat-AIS",
"2018-08-13 16:16:09Z","-29.22537","43.9768","64.1","14","Sat-AIS",
"2018-08-13 16:16:08Z","-29.22537","43.9768","64.1","14","Sat-AIS",
"2018-08-13 16:16:08Z","-29.22537","43.9768","64.1","14","Sat-AIS",
"2018-08-13 16:15:51Z","-29.22592","43.97553","64.5","14","Sat-AIS",
"2018-08-13 16:15:50Z","-29.22592","43.97553","64.5","14","Sat-AIS",
"2018-08-13 16:15:45Z","-29.22608","43.97513","62.2","14.1","Sat-AIS",
"2018-08-13 16:15:15Z","-29.22695","43.97322","63","14","Sat-AIS",
"2018-08-13 16:15:14Z","-29.22695","43.97322","63","14","Sat-AIS",
"2018-08-13 16:15:09Z","-29.22712","43.97282","63.4","13.9","Sat-AIS",
"2018-08-13 16:14:51Z","-29.2277","43.97157","62.6","14","Sat-AIS",
"2018-08-13 16:14:34Z","-29.2282","43.97045","63.1","14.1","Sat-AIS",
"2018-08-13 16:14:33Z","-29.2282","43.97045","63.1","14.1","Sat-AIS",
"2018-08-13 16:14:33Z","-29.2282","43.97045","63.1","14.1","Sat-AIS",
"2018-08-13 16:14:21Z","-29.22863","43.96953","62.1","14.1","Sat-AIS",
"2018-08-13 16:14:14Z","-29.22877","43.9692","60.8","14.1","Sat-AIS",
"2018-08-13 16:14:09Z","-29.22897","43.96882","62.2","14.1","Sat-AIS",
"2018-08-13 16:14:08Z","-29.22897","43.96882","62.2","14.1","Sat-AIS",
"2018-08-13 16:14:04Z","-29.22912","43.96848","61.2","14.1","Sat-AIS",
"2018-08-13 16:14:03Z","-29.22912","43.96848","61.2","14.1","Sat-AIS",
"2018-08-13 16:14:03Z","-29.22912","43.96848","61.2","14.1","Sat-AIS",
"2018-08-13 16:13:38Z","-29.22988","43.96685","61.6","14.1","Sat-AIS",
"2018-08-13 16:13:34Z","-29.23008","43.96647","60.8","14.1","Sat-AIS",
"2018-08-13 16:13:33Z","-29.23008","43.96647","60.8","14.1","Sat-AIS",
"2018-08-13 16:13:33Z","-29.23008","43.96647","60.8","14.1","Sat-AIS",
"2018-08-13 16:13:33Z","-29.23008","43.96647","60.8","14.1","Sat-AIS",
"2018-08-13 16:13:33Z","-29.23008","43.96647","60.8","14.1","Sat-AIS",
"2018-08-13 16:13:27Z","-29.23027","43.96607","61.2","14","Sat-AIS",
"2018-08-13 16:12:58Z","-29.23117","43.96418","61.2","14.1","Sat-AIS",
"2018-08-13 14:41:23Z","-29.40033","43.60582","60.5","14","Sat-AIS",
"2018-08-13 14:41:12Z","-29.4007","43.6051","63","14","Sat-AIS",
"2018-08-13 14:40:53Z","-29.40127","43.60383","61.9","14","Sat-AIS",
"2018-08-13 14:40:35Z","-29.40183","43.60265","62.3","14","Sat-AIS",
"2018-08-13 14:40:29Z","-29.40202","43.60227","62.3","14","Sat-AIS",
"2018-08-13 13:51:31Z","-29.49665","43.40863","62","14.1","Sat-AIS",
"2018-08-13 12:31:06Z","-29.64713","43.09745","60.1","13.2","Sat-AIS",
"2018-08-13 12:30:46Z","-29.64777","43.09623","61","13.2","Sat-AIS",
"2018-08-13 12:30:16Z","-29.64867","43.09438","60","13.2","Sat-AIS",
"2018-08-13 12:30:16Z","-29.64867","43.09438","60","13.2","Sat-AIS",
"2018-08-13 12:30:16Z","-29.64867","43.09438","60","13.2","Sat-AIS",
"2018-08-13 12:30:16Z","-29.64867","43.09438","60","13.2","Sat-AIS",
"2018-08-13 12:30:16Z","-29.64867","43.09438","60","13.2","Sat-AIS",
"2018-08-13 12:30:16Z","-29.64867","43.09438","60","13.2","Sat-AIS",
"2018-08-13 12:26:36Z","-29.65492","43.08083","63.9","12.9","Sat-AIS",
"2018-08-13 10:55:49Z","-29.8102","42.738","62.9","14.9","Sat-AIS",
"2018-08-13 10:55:49Z","-29.8102","42.738","62.9","14.9","Sat-AIS",
"2018-08-13 10:55:19Z","-29.81115","42.73588","62.7","14.8","Sat-AIS",
"2018-08-13 10:55:12Z","-29.81138","42.7354","62.5","14.8","Sat-AIS",
"2018-08-13 10:55:12Z","-29.81138","42.7354","62.5","14.8","Sat-AIS",
"2018-08-13 10:55:12Z","-29.81138","42.7354","62.5","14.8","Sat-AIS",
"2018-08-13 10:55:12Z","-29.81138","42.7354","62.5","14.8","Sat-AIS",
"2018-08-13 10:55:12Z","-29.81138","42.7354","62.5","14.8","Sat-AIS",
"2018-08-13 10:55:00Z","-29.81175","42.73457","62.5","14.9","Sat-AIS",
"2018-08-13 10:54:19Z","-29.81303","42.73167","62.9","14.8","Sat-AIS",
"2018-08-13 10:53:12Z","-29.8151","42.72695","63.5","14.8","Sat-AIS",
"2018-08-13 10:52:18Z","-29.81672","42.72322","63.1","14.9","Sat-AIS",
"2018-08-13 10:51:18Z","-29.81855","42.71898","64.3","14.8","Sat-AIS",
"2018-08-13 10:51:12Z","-29.81872","42.71855","63","14.8","Sat-AIS",
"2018-08-13 10:51:00Z","-29.81908","42.7177","63.1","14.8","Sat-AIS",
"2018-08-13 10:50:48Z","-29.81948","42.71678","63.9","14.8","Sat-AIS",
"2018-08-13 10:50:12Z","-29.82057","42.71432","63.7","14.8","Sat-AIS",
"2018-08-13 10:50:12Z","-29.82057","42.71432","63.7","14.8","Sat-AIS",
"2018-08-13 10:50:12Z","-29.82057","42.71432","63.7","14.8","Sat-AIS",
"2018-08-13 10:50:00Z","-29.82092","42.71347","63.3","14.9","Sat-AIS",
"2018-08-13 10:49:30Z","-29.82188","42.71129","63.7","14.8","Sat-AIS",
"2018-08-13 10:49:12Z","-29.8224","42.71008","63.3","14.8","Sat-AIS",
"2018-08-13 10:48:30Z","-29.82373","42.70707","62.3","14.8","Sat-AIS",
"2018-08-13 10:48:12Z","-29.82427","42.70587","63.1","14.8","Sat-AIS",
"2018-08-13 10:48:06Z","-29.82448","42.70537","63","14.8","Sat-AIS",
"2018-08-13 10:47:54Z","-29.82485","42.70453","62.7","14.8","Sat-AIS",
"2018-08-13 10:47:30Z","-29.8256","42.70285","63.7","14.8","Sat-AIS",
"2018-08-13 10:47:12Z","-29.82613","42.70165","63.3","14.8","Sat-AIS",
"2018-08-13 10:47:06Z","-29.82637","42.70108","63.7","14.8","Sat-AIS",
"2018-08-13 10:46:30Z","-29.82748","42.69857","63.1","14.8","Sat-AIS",
"2018-08-13 10:46:24Z","-29.82768","42.69813","62.6","14.8","Sat-AIS",
"2018-08-13 10:45:36Z","-29.82913","42.69483","62.6","14.7","Sat-AIS",
"2018-08-13 10:45:24Z","-29.82953","42.69393","63.7","14.8","Sat-AIS",
"2018-08-13 10:24:14Z","-29.86868","42.60558","62.8","14.7","Sat-AIS",
"2018-08-13 10:24:02Z","-29.86905","42.60472","62.8","14.7","Sat-AIS",
"2018-08-13 10:23:37Z","-29.8698","42.60307","63.3","14.7","Sat-AIS",
"2018-08-13 10:23:19Z","-29.87037","42.6018","62.2","14.7","Sat-AIS",
"2018-08-13 10:23:14Z","-29.87055","42.60138","63.3","14.7","Sat-AIS",
"2018-08-13 10:22:37Z","-29.8717","42.59887","62.6","14.7","Sat-AIS",
"2018-08-13 10:22:01Z","-29.87277","42.59633","61.6","14.7","Sat-AIS",
"2018-08-13 10:20:55Z","-29.87487","42.59177","61.2","14.7","Sat-AIS",
"2018-08-13 10:20:31Z","-29.87565","42.59012","62.3","14.7","Sat-AIS",
"2018-08-13 10:19:55Z","-29.8768","42.58765","62.7","14.7","Sat-AIS",
"2018-08-13 10:19:31Z","-29.87757","42.586","62.7","14.7","Sat-AIS",
"2018-08-13 10:19:19Z","-29.87798","42.5851","62.7","14.7","Sat-AIS",
"2018-08-13 10:19:01Z","-29.87853","42.58385","63.1","14.7","Sat-AIS",
"2018-08-13 10:18:19Z","-29.87985","42.5809","64.1","14.7","Sat-AIS",
"2018-08-13 10:18:07Z","-29.88022","42.58005","63","14.7","Sat-AIS",
"2018-08-13 10:15:26Z","-29.8852","42.5688","62.7","14.7","Sat-AIS",
"2018-08-13 10:14:32Z","-29.8869","42.56505","63.1","14.7","Sat-AIS",
"2018-08-13 10:14:26Z","-29.88708","42.56462","62","14.7","Sat-AIS",
"2018-08-13 10:13:38Z","-29.88862","42.56128","62.3","14.7","Sat-AIS",
"2018-08-13 10:13:32Z","-29.88882","42.56088","62.7","14.7","Sat-AIS",
"2018-08-13 10:13:01Z","-29.88978","42.55872","63.5","14.7","Sat-AIS",
"2018-08-13 10:12:01Z","-29.89167","42.55454","62.3","14.7","Sat-AIS",
"2018-08-13 10:11:37Z","-29.89238","42.55293","61.6","14.7","Sat-AIS",
"2018-08-13 09:08:26Z","-30.00997","42.29037","61.7","14.3","Sat-AIS",
"2018-08-13 09:08:07Z","-30.01053","42.28917","60.3","14.3","Sat-AIS",
"2018-08-13 09:07:26Z","-30.01185","42.28645","60.3","14.3","Sat-AIS",
"2018-08-13 09:06:37Z","-30.01342","42.2832","61.5","14.2","Sat-AIS",
"2018-08-13 09:06:26Z","-30.01377","42.28245","61.1","14.2","Sat-AIS",
"2018-08-13 09:05:31Z","-30.0155","42.27878","61.1","14.3","Sat-AIS",
"2018-08-13 09:04:55Z","-30.01667","42.2764","61.4","14.2","Sat-AIS",
"2018-08-13 09:04:43Z","-30.01712","42.27543","60.5","14.2","Sat-AIS",
"2018-08-13 09:04:31Z","-30.01743","42.27477","61","14.2","Sat-AIS",
"2018-08-13 09:03:55Z","-30.01858","42.2724","61.4","14.3","Sat-AIS",
"2018-08-13 09:03:55Z","-30.01858","42.2724","61.4","14.3","Sat-AIS",
"2018-08-13 09:03:55Z","-30.01858","42.2724","61.4","14.3","Sat-AIS",
"2018-08-13 09:03:19Z","-30.01968","42.27007","62","14.2","Sat-AIS",
"2018-08-13 09:03:07Z","-30.0201","42.2692","61.4","14.3","Sat-AIS",
"2018-08-13 09:02:43Z","-30.02075","42.26752","62.2","14.3","Sat-AIS",
"2018-08-13 09:02:31Z","-30.0211","42.26677","61.5","14.2","Sat-AIS",
"2018-08-13 09:02:25Z","-30.02128","42.26638","61.4","14.2","Sat-AIS",
"2018-08-13 09:02:19Z","-30.02147","42.266","61.4","14.3","Sat-AIS",
"2018-08-13 09:01:43Z","-30.02265","42.26352","60.5","14.2","Sat-AIS",
"2018-08-13 09:01:37Z","-30.02285","42.26313","62.6","14.2","Sat-AIS",
"2018-08-13 09:01:31Z","-30.023","42.2628","60.5","14.3","Sat-AIS",
"2018-08-13 09:01:25Z","-30.0232","42.2624","60.5","14.2","Sat-AIS",
"2018-08-13 09:01:20Z","-30.0234","42.262","61","14.2","Sat-AIS",
"2018-08-13 09:01:01Z","-30.024","42.26074","61","14.2","Sat-AIS",
"2018-08-13 09:00:31Z","-30.02495","42.2588","61.6","14.2","Sat-AIS",
"2018-08-13 09:00:25Z","-30.02513","42.2584","60.8","14.3","Sat-AIS",
"2018-08-13 08:59:43Z","-30.02655","42.25555","60.8","14.2","Sat-AIS",
"2018-08-13 08:59:31Z","-30.02688","42.25482","60","14.3","Sat-AIS",
"2018-08-13 08:59:25Z","-30.0271","42.25442","61.2","14.2","Sat-AIS",
"2018-08-13 08:59:13Z","-30.02748","42.25363","61.6","14.3","Sat-AIS",
"2018-08-13 08:58:55Z","-30.0281","42.25237","62","14.2","Sat-AIS",
"2018-08-13 08:58:25Z","-30.02903","42.25044","60.8","14.3","Sat-AIS",
"2018-08-13 08:58:20Z","-30.02922","42.25003","60","14.2","Sat-AIS",
"2018-08-13 08:58:13Z","-30.02943","42.24963","62.4","14.2","Sat-AIS",
"2018-08-13 08:58:01Z","-30.02983","42.24878","60.4","14.3","Sat-AIS",
"2018-08-13 08:57:55Z","-30.03003","42.24838","62","14.3","Sat-AIS",
"2018-08-13 08:57:43Z","-30.0304","42.24764","61.6","14.3","Sat-AIS",
"2018-08-13 08:57:26Z","-30.03097","42.24645","61.6","14.3","Sat-AIS",
"2018-08-13 08:57:20Z","-30.03117","42.24605","61.2","14.3","Sat-AIS",
"2018-08-13 08:57:13Z","-30.03137","42.24565","62","14.3","Sat-AIS",
"2018-08-13 08:43:14Z","-30.058","42.18945","62.1","14.4","Sat-AIS",
"2018-08-13 08:43:07Z","-30.0582","42.189","62.1","14.5","Sat-AIS",
"2018-08-13 08:43:01Z","-30.0584","42.18858","61.3","14.4","Sat-AIS",
"2018-08-13 08:42:50Z","-30.05877","42.18785","61.5","14.4","Sat-AIS",
"2018-08-13 08:42:43Z","-30.05897","42.18737","61.7","14.4","Sat-AIS",
"2018-08-13 08:42:37Z","-30.05917","42.18697","61.7","14.4","Sat-AIS",
"2018-08-13 08:42:14Z","-30.0599","42.1854","61.3","14.3","Sat-AIS",
"2018-08-13 08:42:01Z","-30.0603","42.18452","61.7","14.4","Sat-AIS",
"2018-08-13 08:41:55Z","-30.0605","42.18412","62.5","14.4","Sat-AIS",
"2018-08-13 07:32:07Z","-30.1913","41.90002","61.6","14.3","Sat-AIS",
"2018-08-13 07:31:37Z","-30.19225","41.898","62.2","14.3","Sat-AIS",
"2018-08-13 07:31:26Z","-30.1926","41.89723","61.8","14.3","Sat-AIS",
"2018-08-13 07:31:20Z","-30.1928","41.89683","61.8","14.3","Sat-AIS",
"2018-08-13 07:31:07Z","-30.1932","41.89597","61.8","14.3","Sat-AIS",
"2018-08-13 07:30:01Z","-30.1953","41.89155","61.6","14.3","Sat-AIS",
"2018-08-13 07:29:20Z","-30.1966","41.88878","61.4","14.3","Sat-AIS",
"2018-08-13 07:29:01Z","-30.1972","41.8875","61.8","14.3","Sat-AIS",
"2018-08-13 07:28:20Z","-30.19845","41.88472","62.6","14.3","Sat-AIS",
"2018-08-13 07:28:07Z","-30.19887","41.88384","63","14.3","Sat-AIS",
"2018-08-13 07:27:20Z","-30.2003","41.88065","62.4","14.3","Sat-AIS",
"2018-08-13 07:27:13Z","-30.2005","41.88017","62","14.3","Sat-AIS",
"2018-08-13 07:27:07Z","-30.2007","41.87977","62.2","14.3","Sat-AIS",
"2018-08-13 07:26:07Z","-30.20255","41.87572","62.2","14.3","Sat-AIS",
"2018-08-13 07:26:01Z","-30.20275","41.8753","60.2","14.3","Sat-AIS",
"2018-08-13 07:25:49Z","-30.2031","41.87458","61.6","14.3","Sat-AIS",
"2018-08-13 07:25:44Z","-30.20328","41.87417","60.6","14.3","Sat-AIS",
"2018-08-13 07:25:20Z","-30.20405","41.87255","62.2","14.3","Sat-AIS",
"2018-08-13 07:25:13Z","-30.20427","41.87208","61.6","14.3","Sat-AIS",
"2018-08-13 07:25:07Z","-30.20447","41.87167","62.2","14.3","Sat-AIS",
"2018-08-13 07:25:07Z","-30.20447","41.87167","62.2","14.3","Sat-AIS",
"2018-08-13 07:25:02Z","-30.20462","41.87133","61","14.3","Sat-AIS",
"2018-08-13 07:24:49Z","-30.205","41.87053","61.2","14.3","Sat-AIS",
"2018-08-13 07:24:20Z","-30.20595","41.8685","61.8","14.3","Sat-AIS",
"2018-08-13 07:24:07Z","-30.20635","41.86762","60.8","14.3","Sat-AIS",
"2018-08-13 07:23:55Z","-30.2067","41.86688","61.2","14.3","Sat-AIS",
"2018-08-13 07:23:25Z","-30.20765","41.86485","63","14.3","Sat-AIS",
"2018-08-13 07:23:07Z","-30.20823","41.86358","62.6","14.3","Sat-AIS",
"2018-08-13 07:23:02Z","-30.20838","41.86323","63","14.3","Sat-AIS",
"2018-08-13 07:22:49Z","-30.20873","41.86242","61.4","14.3","Sat-AIS",
"2018-08-13 07:22:37Z","-30.20912","41.8616","62.5","14.4","Sat-AIS",
"2018-08-13 07:22:25Z","-30.20948","41.86078","62.6","14.2","Sat-AIS",
"2018-08-13 07:22:20Z","-30.20967","41.86038","63.3","14.3","Sat-AIS",
"2018-08-13 07:22:13Z","-30.20987","41.8599","62.4","14.3","Sat-AIS",
"2018-08-13 07:22:07Z","-30.21007","41.8595","63.6","14.3","Sat-AIS",
"2018-08-13 07:22:02Z","-30.21022","41.85915","62.2","14.3","Sat-AIS",
"2018-08-13 07:21:55Z","-30.2104","41.85875","62.8","14.3","Sat-AIS",
"2018-08-13 07:21:49Z","-30.21058","41.85833","62.8","14.3","Sat-AIS",
"2018-08-13 06:58:37Z","-30.25365","41.76412","61.4","14.3","Sat-AIS",
"2018-08-13 06:57:47Z","-30.25513","41.76087","63.4","14.2","Sat-AIS",
"2018-08-13 06:57:47Z","-30.25513","41.76087","63.4","14.2","Sat-AIS",
"2018-08-13 06:57:36Z","-30.2555","41.76005","62.2","14.3","Sat-AIS",
"2018-08-13 06:56:48Z","-30.25698","41.75682","63","14.2","Sat-AIS",
"2018-08-13 06:56:47Z","-30.25698","41.75682","63","14.2","Sat-AIS",
"2018-08-13 06:56:36Z","-30.25737","41.75602","64.2","14.3","Sat-AIS",
"2018-08-13 06:56:36Z","-30.25737","41.75602","64.2","14.3","Sat-AIS",
"2018-08-13 06:56:36Z","-30.25737","41.75602","64.2","14.3","Sat-AIS",
"2018-08-13 06:56:36Z","-30.25737","41.75602","64.2","14.3","Sat-AIS",
"2018-08-13 06:56:36Z","-30.25737","41.75602","64.2","14.3","Sat-AIS",
"2018-08-13 06:55:47Z","-30.25883","41.75277","60.1","14.3","Sat-AIS",
"2018-08-13 06:55:06Z","-30.26017","41.74995","60.8","14.3","Sat-AIS",
