"MMSI","IMO","IR","Ship Name","Call Sign",
"241436000","9776559","N/A","SOPHIA","SVCK2",
"Timestamp","Lat","Lon","Heading","Speed","Source",
"2018-08-13 14:04:33Z","-35.13582","-1.46052","89","12.2","Sat-AIS",
"2018-08-13 14:03:43Z","-35.13583","-1.4641","88","12.2","Sat-AIS",
"2018-08-13 14:03:14Z","-35.13587","-1.46618","90","12.2","Sat-AIS",
"2018-08-13 14:03:14Z","-35.13587","-1.46618","90","12.2","Sat-AIS",
"2018-08-13 14:02:33Z","-35.13588","-1.46888","89","12.1","Sat-AIS",
"2018-08-13 14:02:14Z","-35.1359","-1.47027","88","12.2","Sat-AIS",
"2018-08-13 13:37:29Z","-35.1372","-1.573","88","12.1","Sat-AIS",
"2018-08-13 13:37:29Z","-35.1372","-1.573","88","12.1","Sat-AIS",
"2018-08-13 13:37:29Z","-35.1372","-1.573","88","12.1","Sat-AIS",
"2018-08-13 13:36:48Z","-35.1373","-1.57575","87","12.1","Sat-AIS",
"2018-08-13 13:36:38Z","-35.13735","-1.57657","88","12.1","Sat-AIS",
"2018-08-13 13:36:29Z","-35.13737","-1.57712","87","12.1","Sat-AIS",
"2018-08-13 13:36:18Z","-35.13737","-1.57788","85","12","Sat-AIS",
"2018-08-13 13:35:49Z","-35.13743","-1.57978","86","12.1","Sat-AIS",
"2018-08-13 13:35:38Z","-35.13743","-1.58062","84","12.1","Sat-AIS",
"2018-08-13 13:35:29Z","-35.1375","-1.58117","88","12","Sat-AIS",
"2018-08-13 13:35:18Z","-35.13754","-1.58198","91","12.1","Sat-AIS",
"2018-08-13 13:34:59Z","-35.13754","-1.58322","86","12","Sat-AIS",
"2018-08-13 13:34:49Z","-35.13757","-1.58397","88","12","Sat-AIS",
"2018-08-13 13:34:18Z","-35.13762","-1.58615","85","12.1","Sat-AIS",
"2018-08-13 13:33:49Z","-35.1377","-1.58807","86","12.1","Sat-AIS",
"2018-08-13 13:33:28Z","-35.13778","-1.58943","90","12.1","Sat-AIS",
"2018-08-13 13:32:59Z","-35.13782","-1.59157","89","12.1","Sat-AIS",
"2018-08-13 13:32:18Z","-35.1379","-1.59432","89","12.1","Sat-AIS",
"2018-08-13 13:31:18Z","-35.138","-1.59842","87","12.1","Sat-AIS",
"2018-08-13 13:30:18Z","-35.13805","-1.60267","89","12.1","Sat-AIS",
"2018-08-13 13:29:39Z","-35.13813","-1.60507","89","12.1","Sat-AIS",
"2018-08-13 13:29:18Z","-35.13815","-1.60672","86","12.1","Sat-AIS",
"2018-08-13 13:27:39Z","-35.13837","-1.61352","89","12.3","Sat-AIS",
"2018-08-13 13:26:39Z","-35.13843","-1.61747","88","12.2","Sat-AIS",
"2018-08-13 12:32:24Z","-35.13832","-1.84767","91","12.4","Sat-AIS",
"2018-08-13 12:31:33Z","-35.13833","-1.85097","90","12.4","Sat-AIS",
"2018-08-13 12:30:33Z","-35.13835","-1.85523","90","12.4","Sat-AIS",
"2018-08-13 12:00:19Z","-35.13799","-1.98248","92","12.6","Sat-AIS",
"2018-08-13 11:58:38Z","-35.13778","-1.98965","93","12.5","Sat-AIS",
"2018-08-13 11:58:09Z","-35.1377","-1.99165","94","12.6","Sat-AIS",
"2018-08-13 11:57:58Z","-35.13768","-1.9925","93","12.5","Sat-AIS",
"2018-08-13 11:57:38Z","-35.13762","-1.99385","92","12.5","Sat-AIS",
"2018-08-13 11:54:29Z","-35.13717","-2.00722","95","12.6","Sat-AIS",
"2018-08-13 10:45:03Z","-35.1278","-2.30578","89","12.7","Sat-AIS",
"2018-08-13 10:44:03Z","-35.12777","-2.31003","89","12.7","Sat-AIS",
"2018-08-13 10:43:54Z","-35.1278","-2.31062","90","12.7","Sat-AIS",
"2018-08-13 10:43:43Z","-35.1278","-2.31148","90","12.7","Sat-AIS",
"2018-08-13 10:43:24Z","-35.12782","-2.31278","89","12.8","Sat-AIS",
"2018-08-13 10:42:54Z","-35.12783","-2.31502","89","12.8","Sat-AIS",
"2018-08-13 10:42:43Z","-35.12785","-2.3159","89","12.8","Sat-AIS",
"2018-08-13 10:42:24Z","-35.12787","-2.31705","90","12.7","Sat-AIS",
"2018-08-13 10:42:03Z","-35.12788","-2.3188","89","12.8","Sat-AIS",
"2018-08-13 10:41:54Z","-35.12785","-2.31937","88","12.7","Sat-AIS",
"2018-08-13 10:41:43Z","-35.12783","-2.32017","89","12.7","Sat-AIS",
"2018-08-13 10:41:24Z","-35.12788","-2.3216","90","12.7","Sat-AIS",
"2018-08-13 10:40:43Z","-35.1279","-2.3245","90","12.7","Sat-AIS",
"2018-08-13 10:40:35Z","-35.12788","-2.32522","88","12.7","Sat-AIS",
"2018-08-13 10:40:24Z","-35.12788","-2.32578","89","12.7","Sat-AIS",
"2018-08-13 10:39:35Z","-35.12793","-2.32947","90","12.7","Sat-AIS",
"2018-08-13 10:39:14Z","-35.12795","-2.3309","88","12.7","Sat-AIS",
"2018-08-13 10:38:54Z","-35.12798","-2.33233","89","12.7","Sat-AIS",
"2018-08-13 10:38:44Z","-35.12802","-2.33313","89","12.7","Sat-AIS",
"2018-08-13 10:38:24Z","-35.12802","-2.33457","88","12.7","Sat-AIS",
"2018-08-13 10:38:14Z","-35.12805","-2.33515","90","12.6","Sat-AIS",
"2018-08-13 10:38:03Z","-35.12805","-2.33602","89","12.7","Sat-AIS",
"2018-08-13 10:37:55Z","-35.12802","-2.33658","87","12.6","Sat-AIS",
"2018-08-13 10:37:55Z","-35.12802","-2.33658","87","12.6","Sat-AIS",
"2018-08-13 10:37:55Z","-35.12802","-2.33658","87","12.6","Sat-AIS",
"2018-08-13 10:37:55Z","-35.12802","-2.33658","87","12.6","Sat-AIS",
"2018-08-13 10:37:55Z","-35.12802","-2.33658","87","12.6","Sat-AIS",
"2018-08-13 10:37:55Z","-35.12802","-2.33658","87","12.6","Sat-AIS",
"2018-08-13 10:37:55Z","-35.12802","-2.33658","87","12.6","Sat-AIS",
"2018-08-13 10:37:55Z","-35.12802","-2.33658","87","12.6","Sat-AIS",
"2018-08-13 10:37:55Z","-35.12802","-2.33658","87","12.6","Sat-AIS",
"2018-08-13 10:37:55Z","-35.12802","-2.33658","87","12.6","Sat-AIS",
"2018-08-13 10:37:44Z","-35.12803","-2.33745","90","12.7","Sat-AIS",
"2018-08-13 10:37:35Z","-35.12808","-2.33802","91","12.7","Sat-AIS",
"2018-08-13 10:37:24Z","-35.12807","-2.33875","87","12.7","Sat-AIS",
"2018-08-13 10:37:14Z","-35.12805","-2.33953","87","12.7","Sat-AIS",
"2018-08-13 10:36:55Z","-35.1281","-2.34097","91","12.7","Sat-AIS",
"2018-08-13 10:36:44Z","-35.12812","-2.34183","90","12.7","Sat-AIS",
"2018-08-13 10:36:35Z","-35.12808","-2.34242","86","12.7","Sat-AIS",
"2018-08-13 10:36:24Z","-35.1281","-2.34327","88","12.6","Sat-AIS",
"2018-08-13 10:36:03Z","-35.12818","-2.3447","88","12.7","Sat-AIS",
"2018-08-13 10:35:55Z","-35.12817","-2.34528","85","12.6","Sat-AIS",
"2018-08-13 10:35:55Z","-35.12817","-2.34528","85","12.6","Sat-AIS",
"2018-08-13 10:35:44Z","-35.12818","-2.34615","85","12.6","Sat-AIS",
"2018-08-13 10:35:35Z","-35.12825","-2.34665","90","12.7","Sat-AIS",
"2018-08-13 10:35:24Z","-35.12828","-2.34752","89","12.7","Sat-AIS",
"2018-08-13 10:35:14Z","-35.12827","-2.34808","87","12.7","Sat-AIS",
"2018-08-13 10:35:03Z","-35.1283","-2.34895","89","12.7","Sat-AIS",
"2018-08-13 10:34:55Z","-35.12832","-2.34953","89","12.7","Sat-AIS",
"2018-08-13 10:34:44Z","-35.12833","-2.35038","87","12.7","Sat-AIS",
"2018-08-13 10:34:35Z","-35.12833","-2.35097","88","12.7","Sat-AIS",
"2018-08-13 10:34:14Z","-35.12837","-2.35255","89","12.7","Sat-AIS",
"2018-08-13 10:34:03Z","-35.12837","-2.35335","88","12.7","Sat-AIS",
"2018-08-13 10:33:55Z","-35.12837","-2.35392","89","12.7","Sat-AIS",
"2018-08-13 10:33:44Z","-35.12838","-2.35478","90","12.7","Sat-AIS",
"2018-08-13 10:14:13Z","-35.12982","-2.439","87","12.8","Sat-AIS",
"2018-08-13 10:12:35Z","-35.13005","-2.4463","89","12.8","Sat-AIS",
"2018-08-13 10:11:34Z","-35.13015","-2.45057","88","12.7","Sat-AIS",
"2018-08-13 10:11:33Z","-35.13015","-2.45057","88","12.7","Sat-AIS",
"2018-08-13 10:11:33Z","-35.13015","-2.45057","88","12.7","Sat-AIS",
"2018-08-13 10:10:34Z","-35.13022","-2.45482","88","12.7","Sat-AIS",
"2018-08-13 10:10:33Z","-35.13022","-2.45482","88","12.7","Sat-AIS",
"2018-08-13 10:10:14Z","-35.13025","-2.45625","89","12.8","Sat-AIS",
"2018-08-13 10:10:13Z","-35.13025","-2.45625","89","12.8","Sat-AIS",
"2018-08-13 10:10:05Z","-35.13027","-2.45712","88","12.7","Sat-AIS",
"2018-08-13 10:10:05Z","-35.13027","-2.45712","88","12.7","Sat-AIS",
"2018-08-13 10:09:35Z","-35.1303","-2.45928","90","12.7","Sat-AIS",
"2018-08-13 10:09:33Z","-35.1303","-2.45928","90","12.7","Sat-AIS",
"2018-08-13 10:09:33Z","-35.1303","-2.45928","90","12.7","Sat-AIS",
"2018-08-13 10:09:33Z","-35.1303","-2.45928","90","12.7","Sat-AIS",
"2018-08-13 10:09:33Z","-35.1303","-2.45928","90","12.7","Sat-AIS",
"2018-08-13 10:09:14Z","-35.1303","-2.46065","87","12.7","Sat-AIS",
"2018-08-13 10:09:13Z","-35.1303","-2.46065","87","12.7","Sat-AIS",
"2018-08-13 10:09:05Z","-35.13033","-2.46123","89","12.7","Sat-AIS",
"2018-08-13 10:09:05Z","-35.13033","-2.46123","89","12.7","Sat-AIS",
"2018-08-13 10:08:55Z","-35.13037","-2.4621","89","12.7","Sat-AIS",
"2018-08-13 10:08:54Z","-35.13037","-2.4621","89","12.7","Sat-AIS",
"2018-08-13 10:08:45Z","-35.13033","-2.46267","87","12.7","Sat-AIS",
"2018-08-13 10:08:33Z","-35.13035","-2.46353","86","12.7","Sat-AIS",
"2018-08-13 10:08:24Z","-35.13037","-2.4644","88","12.7","Sat-AIS",
"2018-08-13 10:08:23Z","-35.13037","-2.4644","88","12.7","Sat-AIS",
"2018-08-13 10:08:14Z","-35.13043","-2.46497","90","12.7","Sat-AIS",
"2018-08-13 10:08:13Z","-35.13043","-2.46497","90","12.7","Sat-AIS",
"2018-08-13 10:08:06Z","-35.1304","-2.46555","86","12.7","Sat-AIS",
"2018-08-13 10:08:05Z","-35.1304","-2.46555","86","12.7","Sat-AIS",
"2018-08-13 10:07:45Z","-35.13043","-2.4672","89","12.6","Sat-AIS",
"2018-08-13 10:07:34Z","-35.13048","-2.46777","90","12.6","Sat-AIS",
"2018-08-13 10:07:33Z","-35.13048","-2.46777","90","12.6","Sat-AIS",
"2018-08-13 10:07:23Z","-35.13047","-2.46863","88","12.7","Sat-AIS",
"2018-08-13 09:32:34Z","-35.13142","-2.61758","92","12.5","Sat-AIS",
"2018-08-13 08:41:14Z","-35.13462","-2.83617","87","12.5","Sat-AIS",
"2018-08-13 08:40:44Z","-35.13468","-2.83843","88","12.5","Sat-AIS",
"2018-08-13 08:40:43Z","-35.13468","-2.83843","88","12.5","Sat-AIS",
"2018-08-13 08:40:35Z","-35.13465","-2.839","86","12.5","Sat-AIS",
"2018-08-13 08:40:24Z","-35.13468","-2.83985","86","12.5","Sat-AIS",
"2018-08-13 08:39:34Z","-35.1348","-2.84332","88","12.5","Sat-AIS",
"2018-08-13 08:39:13Z","-35.13485","-2.84472","88","12.5","Sat-AIS",
"2018-08-13 08:38:14Z","-35.13498","-2.8489","88","12.4","Sat-AIS",
"2018-08-13 08:38:14Z","-35.13498","-2.8489","88","12.4","Sat-AIS",
"2018-08-13 08:38:14Z","-35.13498","-2.8489","88","12.4","Sat-AIS",
"2018-08-13 08:37:43Z","-35.13507","-2.85115","86","12.5","Sat-AIS",
"2018-08-13 08:37:43Z","-35.13507","-2.85115","86","12.5","Sat-AIS",
"2018-08-13 08:37:43Z","-35.13507","-2.85115","86","12.5","Sat-AIS",
"2018-08-13 08:37:35Z","-35.13505","-2.85173","85","12.5","Sat-AIS",
"2018-08-13 08:37:34Z","-35.13505","-2.85173","85","12.5","Sat-AIS",
"2018-08-13 08:36:34Z","-35.13518","-2.85603","90","12.5","Sat-AIS",
"2018-08-13 08:36:34Z","-35.13518","-2.85603","90","12.5","Sat-AIS",
"2018-08-13 08:35:34Z","-35.13525","-2.86027","88","12.5","Sat-AIS",
"2018-08-13 08:35:14Z","-35.13527","-2.86162","89","12.5","Sat-AIS",
"2018-08-13 08:35:14Z","-35.13527","-2.86162","89","12.5","Sat-AIS",
"2018-08-13 08:35:04Z","-35.13528","-2.86247","90","12.5","Sat-AIS",
"2018-08-13 08:35:04Z","-35.13528","-2.86247","90","12.5","Sat-AIS",
"2018-08-13 08:35:04Z","-35.13528","-2.86247","90","12.5","Sat-AIS",
"2018-08-13 08:35:04Z","-35.13528","-2.86247","90","12.5","Sat-AIS",
"2018-08-13 08:35:04Z","-35.13528","-2.86247","90","12.5","Sat-AIS",
"2018-08-13 08:35:03Z","-35.13528","-2.86247","90","12.5","Sat-AIS",
"2018-08-13 08:35:03Z","-35.13528","-2.86247","90","12.5","Sat-AIS",
"2018-08-13 08:34:43Z","-35.1353","-2.86388","87","12.5","Sat-AIS",
"2018-08-13 08:34:34Z","-35.1353","-2.86445","88","12.5","Sat-AIS",
"2018-08-13 08:34:34Z","-35.1353","-2.86445","88","12.5","Sat-AIS",
"2018-08-13 08:34:34Z","-35.1353","-2.86445","88","12.5","Sat-AIS",
"2018-08-13 08:34:34Z","-35.1353","-2.86445","88","12.5","Sat-AIS",
"2018-08-13 08:34:34Z","-35.1353","-2.86445","88","12.5","Sat-AIS",
"2018-08-13 08:34:34Z","-35.1353","-2.86445","88","12.5","Sat-AIS",
"2018-08-13 08:34:34Z","-35.1353","-2.86445","88","12.5","Sat-AIS",
"2018-08-13 08:34:34Z","-35.1353","-2.86445","88","12.5","Sat-AIS",
"2018-08-13 08:34:23Z","-35.13532","-2.8653","88","12.4","Sat-AIS",
"2018-08-13 08:34:23Z","-35.13532","-2.8653","88","12.4","Sat-AIS",
"2018-08-13 08:34:14Z","-35.13535","-2.86587","89","12.5","Sat-AIS",
"2018-08-13 08:34:14Z","-35.13535","-2.86587","89","12.5","Sat-AIS",
"2018-08-13 08:33:44Z","-35.13538","-2.86792","88","12.5","Sat-AIS",
"2018-08-13 08:33:34Z","-35.1354","-2.86875","88","12.5","Sat-AIS",
"2018-08-13 08:33:34Z","-35.1354","-2.86875","88","12.5","Sat-AIS",
"2018-08-13 08:33:34Z","-35.1354","-2.86875","88","12.5","Sat-AIS",
"2018-08-13 08:33:24Z","-35.13542","-2.8696","87","12.5","Sat-AIS",
"2018-08-13 08:33:23Z","-35.13542","-2.8696","87","12.5","Sat-AIS",
"2018-08-13 08:33:23Z","-35.13542","-2.8696","87","12.5","Sat-AIS",
"2018-08-13 08:33:14Z","-35.13542","-2.87017","89","12.5","Sat-AIS",
"2018-08-13 08:32:34Z","-35.13547","-2.873","88","12.5","Sat-AIS",
"2018-08-13 08:32:34Z","-35.13547","-2.873","88","12.5","Sat-AIS",
"2018-08-13 08:32:34Z","-35.13547","-2.873","88","12.5","Sat-AIS",
"2018-08-13 08:32:14Z","-35.13552","-2.87435","89","12.5","Sat-AIS",
"2018-08-13 08:32:14Z","-35.13552","-2.87435","89","12.5","Sat-AIS",
"2018-08-13 08:32:14Z","-35.13552","-2.87435","89","12.5","Sat-AIS",
"2018-08-13 08:32:14Z","-35.13552","-2.87435","89","12.5","Sat-AIS",
"2018-08-13 08:32:14Z","-35.13552","-2.87435","89","12.5","Sat-AIS",
"2018-08-13 08:32:03Z","-35.1355","-2.8752","87","12.5","Sat-AIS",
"2018-08-13 08:31:15Z","-35.13555","-2.87858","86","12.5","Sat-AIS",
"2018-08-13 08:31:14Z","-35.13555","-2.87858","86","12.5","Sat-AIS",
"2018-08-13 08:31:04Z","-35.13558","-2.87943","88","12.5","Sat-AIS",
"2018-08-13 08:31:03Z","-35.13558","-2.87943","88","12.5","Sat-AIS",
"2018-08-13 08:30:55Z","-35.13563","-2.88015","89","12.5","Sat-AIS",
"2018-08-13 08:30:54Z","-35.13563","-2.88015","89","12.5","Sat-AIS",
"2018-08-13 08:30:44Z","-35.13562","-2.88072","87","12.5","Sat-AIS",
"2018-08-13 08:30:15Z","-35.13567","-2.88292","89","12.5","Sat-AIS",
"2018-08-13 08:30:14Z","-35.13567","-2.88292","89","12.5","Sat-AIS",
"2018-08-13 08:29:55Z","-35.13569","-2.88433","89","12.5","Sat-AIS",
"2018-08-13 08:29:54Z","-35.13569","-2.88433","89","12.5","Sat-AIS",
"2018-08-13 08:29:54Z","-35.13569","-2.88433","89","12.5","Sat-AIS",
"2018-08-13 08:29:44Z","-35.1357","-2.88518","89","12.5","Sat-AIS",
"2018-08-13 08:29:44Z","-35.1357","-2.88518","89","12.5","Sat-AIS",
"2018-08-13 08:29:35Z","-35.1357","-2.88575","89","12.5","Sat-AIS",
"2018-08-13 08:29:34Z","-35.1357","-2.88575","89","12.5","Sat-AIS",
"2018-08-13 08:29:34Z","-35.1357","-2.88575","89","12.5","Sat-AIS",
"2018-08-13 08:29:23Z","-35.1357","-2.8866","90","12.5","Sat-AIS",
"2018-08-13 08:29:23Z","-35.1357","-2.8866","90","12.5","Sat-AIS",
"2018-08-13 08:29:23Z","-35.1357","-2.8866","90","12.5","Sat-AIS",
"2018-08-13 08:29:15Z","-35.13572","-2.88717","89","12.5","Sat-AIS",
"2018-08-13 08:29:14Z","-35.13572","-2.88717","89","12.5","Sat-AIS",
"2018-08-13 08:28:55Z","-35.1357","-2.88852","90","12.5","Sat-AIS",
"2018-08-13 08:28:54Z","-35.1357","-2.88852","90","12.5","Sat-AIS",
"2018-08-13 08:28:54Z","-35.1357","-2.88852","90","12.5","Sat-AIS",
"2018-08-13 08:28:44Z","-35.1357","-2.88937","91","12.5","Sat-AIS",
"2018-08-13 08:28:44Z","-35.1357","-2.88937","91","12.5","Sat-AIS",
"2018-08-13 08:28:44Z","-35.1357","-2.88937","91","12.5","Sat-AIS",
"2018-08-13 06:57:33Z","-35.13147","-3.27223","90","12.3","Sat-AIS",
"2018-08-13 06:57:33Z","-35.13147","-3.27223","90","12.3","Sat-AIS",
"2018-08-13 06:57:22Z","-35.13149","-3.27308","88","12.3","Sat-AIS",
"2018-08-13 06:57:22Z","-35.13149","-3.27308","88","12.3","Sat-AIS",
"2018-08-13 06:56:53Z","-35.13152","-3.27503","89","12.4","Sat-AIS",
"2018-08-13 06:56:53Z","-35.13152","-3.27503","89","12.4","Sat-AIS",
"2018-08-13 06:56:52Z","-35.13152","-3.27503","89","12.4","Sat-AIS",
"2018-08-13 06:56:22Z","-35.13157","-3.27715","88","12.4","Sat-AIS",
"2018-08-13 06:56:22Z","-35.13157","-3.27715","88","12.4","Sat-AIS",
"2018-08-13 06:56:22Z","-35.13157","-3.27715","88","12.4","Sat-AIS",
"2018-08-13 06:56:22Z","-35.13157","-3.27715","88","12.4","Sat-AIS",
"2018-08-13 06:55:52Z","-35.13158","-3.27932","87","12.4","Sat-AIS",
"2018-08-13 06:55:23Z","-35.1316","-3.28128","87","12.4","Sat-AIS",
"2018-08-13 06:55:23Z","-35.1316","-3.28128","87","12.4","Sat-AIS",
"2018-08-13 06:55:22Z","-35.1316","-3.28128","87","12.4","Sat-AIS",
"2018-08-13 06:55:22Z","-35.1316","-3.28128","87","12.4","Sat-AIS",
"2018-08-13 06:55:13Z","-35.13162","-3.28212","89","12.4","Sat-AIS",
"2018-08-13 06:55:12Z","-35.13162","-3.28212","89","12.4","Sat-AIS",
"2018-08-13 06:54:53Z","-35.13167","-3.28352","88","12.4","Sat-AIS",
"2018-08-13 06:54:52Z","-35.13167","-3.28352","88","12.4","Sat-AIS",
"2018-08-13 06:54:52Z","-35.13167","-3.28352","88","12.4","Sat-AIS",
"2018-08-13 06:54:23Z","-35.13167","-3.2857","90","12.4","Sat-AIS",
"2018-08-13 06:54:22Z","-35.13167","-3.2857","90","12.4","Sat-AIS",
"2018-08-13 06:54:22Z","-35.13167","-3.2857","90","12.4","Sat-AIS",
"2018-08-13 06:54:02Z","-35.1317","-3.2871","88","12.4","Sat-AIS",
"2018-08-13 06:54:02Z","-35.1317","-3.2871","88","12.4","Sat-AIS",
"2018-08-13 06:54:02Z","-35.1317","-3.2871","88","12.4","Sat-AIS",
"2018-08-13 06:53:53Z","-35.13168","-3.28767","87","12.4","Sat-AIS",
"2018-08-13 06:53:52Z","-35.13168","-3.28767","87","12.4","Sat-AIS",
"2018-08-13 06:53:23Z","-35.13173","-3.28977","88","12.4","Sat-AIS",
"2018-08-13 06:15:24Z","-35.13163","-3.45155","92","12.6","Sat-AIS",
"2018-08-13 06:15:15Z","-35.1316","-3.45212","91","12.6","Sat-AIS",
"2018-08-13 06:15:05Z","-35.1316","-3.4527","91","12.5","Sat-AIS",
"2018-08-13 06:13:33Z","-35.1315","-3.4593","91","12.6","Sat-AIS",
"2018-08-13 06:13:24Z","-35.13147","-3.45988","89","12.6","Sat-AIS",
"2018-08-13 06:13:13Z","-35.13147","-3.46073","88","12.6","Sat-AIS",
"2018-08-13 06:13:13Z","-35.13147","-3.46073","88","12.6","Sat-AIS",
"2018-08-13 06:13:13Z","-35.13147","-3.46073","88","12.6","Sat-AIS",
"2018-08-13 06:13:04Z","-35.13149","-3.4613","90","12.5","Sat-AIS",
"2018-08-13 06:13:04Z","-35.13149","-3.4613","90","12.5","Sat-AIS",
"2018-08-13 06:12:44Z","-35.13149","-3.46272","91","12.6","Sat-AIS",
"2018-08-13 06:12:44Z","-35.13149","-3.46272","91","12.6","Sat-AIS",
"2018-08-13 06:12:24Z","-35.13147","-3.46408","89","12.6","Sat-AIS",
"2018-08-13 06:12:24Z","-35.13147","-3.46408","89","12.6","Sat-AIS",
"2018-08-13 06:12:13Z","-35.13147","-3.46493","89","12.6","Sat-AIS",
"2018-08-13 06:12:13Z","-35.13147","-3.46493","89","12.6","Sat-AIS",
"2018-08-13 06:12:04Z","-35.13145","-3.4658","90","12.6","Sat-AIS",
"2018-08-13 06:11:54Z","-35.13147","-3.46637","91","12.6","Sat-AIS",
"2018-08-13 06:11:54Z","-35.13147","-3.46637","91","12.6","Sat-AIS",
"2018-08-13 06:11:54Z","-35.13147","-3.46637","91","12.6","Sat-AIS",
"2018-08-13 06:11:24Z","-35.13145","-3.46837","90","12.6","Sat-AIS",
"2018-08-13 06:11:24Z","-35.13145","-3.46837","90","12.6","Sat-AIS",
"2018-08-13 06:11:13Z","-35.13143","-3.46923","91","12.6","Sat-AIS",
"2018-08-13 06:11:13Z","-35.13143","-3.46923","91","12.6","Sat-AIS",
"2018-08-13 06:10:54Z","-35.13143","-3.47073","90","12.6","Sat-AIS",
"2018-08-13 06:10:54Z","-35.13143","-3.47073","90","12.6","Sat-AIS",
"2018-08-13 06:10:44Z","-35.1314","-3.4713","89","12.6","Sat-AIS",
"2018-08-13 06:10:44Z","-35.1314","-3.4713","89","12.6","Sat-AIS",
"2018-08-13 06:10:24Z","-35.1314","-3.47273","90","12.6","Sat-AIS",
"2018-08-13 06:10:24Z","-35.1314","-3.47273","90","12.6","Sat-AIS",
"2018-08-13 06:10:13Z","-35.1314","-3.47358","91","12.6","Sat-AIS",
"2018-08-13 06:10:04Z","-35.1314","-3.47415","90","12.6","Sat-AIS",
"2018-08-13 06:09:54Z","-35.13138","-3.47502","89","12.6","Sat-AIS",
"2018-08-13 06:09:44Z","-35.13138","-3.47558","91","12.6","Sat-AIS",
"2018-08-13 06:09:44Z","-35.13138","-3.47558","91","12.6","Sat-AIS",
"2018-08-13 06:09:13Z","-35.13135","-3.4778","89","12.7","Sat-AIS",
"2018-08-13 06:09:13Z","-35.13135","-3.4778","89","12.7","Sat-AIS",
"2018-08-13 06:08:54Z","-35.13135","-3.47923","90","12.6","Sat-AIS",
"2018-08-13 06:08:54Z","-35.13135","-3.47923","90","12.6","Sat-AIS",
"2018-08-13 06:08:44Z","-35.13135","-3.48008","91","12.6","Sat-AIS",
"2018-08-13 06:08:44Z","-35.13135","-3.48008","91","12.6","Sat-AIS",
"2018-08-13 06:08:35Z","-35.13135","-3.48065","89","12.6","Sat-AIS",
"2018-08-13 06:08:35Z","-35.13135","-3.48065","89","12.6","Sat-AIS",
"2018-08-13 06:07:44Z","-35.1313","-3.48415","88","12.6","Sat-AIS",
"2018-08-13 06:06:44Z","-35.13127","-3.48843","91","12.6","Sat-AIS",
"2018-08-13 06:05:44Z","-35.13122","-3.49295","91","12.6","Sat-AIS",
"2018-08-13 06:05:35Z","-35.13122","-3.49352","91","12.6","Sat-AIS",
"2018-08-13 06:04:44Z","-35.13115","-3.49702","89","12.6","Sat-AIS",
"2018-08-13 02:49:09Z","-35.12663","-4.33323","92","12.6","Sat-AIS",
"MMSI","IMO","IR","Ship Name","Call Sign",
"241089000","9532757","N/A","OCEANIS","SVBC9",
"Timestamp","Lat","Lon","Heading","Speed","Source",
"2018-08-13 22:42:00Z","5.928","96.262","285","9.6","LRIT",
"2018-08-13 21:09:45Z","5.87018","96.51004","289.4","9.7","Sat-AIS",
"2018-08-13 16:44:00Z","5.69267","97.22334","284","10","LRIT",
"2018-08-13 13:12:16Z","5.55348","97.79918","283.4","11.6","Sat-AIS",
"2018-08-13 12:58:17Z","5.54304","97.84344","283.3","11.7","Sat-AIS",
"2018-08-13 12:58:17Z","5.54304","97.84344","283.3","11.7","Sat-AIS",
"2018-08-13 12:58:17Z","5.54304","97.84344","283.3","11.7","Sat-AIS",
"2018-08-13 10:44:00Z","5.35533","98.23867","299","11.8","LRIT",
"2018-08-13 09:07:16Z","5.18956","98.50212","306.1","10.9","Sat-AIS",
"2018-08-13 04:44:00Z","4.678","99.056","308","10.6","LRIT",
"2018-08-13 02:56:27Z","4.44847","99.298","313.5","11.8","Sat-AIS",
"2018-08-13 02:56:27Z","4.44847","99.298","313.5","11.8","Sat-AIS",
"MMSI","IMO","IR","Ship Name","Call Sign",
"311873000","9292187","N/A","SEAKING","C6UC7",
"Timestamp","Lat","Lon","Heading","Speed","Source",
"2018-08-13 22:10:07Z","24.21273","122.59911","11.5","12.9","Sat-AIS",
"2018-08-13 22:10:07Z","24.21273","122.59911","11.5","12.9","Sat-AIS",
"2018-08-13 22:07:32Z","24.20333","122.59666","12","6","Sat-AIS",
"2018-08-13 11:04:33Z","22.02667","122.12666","6","5.5","Sat-AIS",
"2018-08-13 02:52:31Z","20.72667","121.29334","33","5","Sat-AIS",
"MMSI","IMO","IR","Ship Name","Call Sign",
"241439000","9770505","N/A","MARAN ATHENA","SVCK5",
"Timestamp","Lat","Lon","Heading","Speed","Source",
"2018-08-13 20:04:00Z","20.53133","64.862","314","9.6","LRIT",
"2018-08-13 14:04:00Z","19.89867","65.618","316","9.2","LRIT",
"2018-08-13 08:04:00Z","19.27733","66.34533","315","9","LRIT",
"2018-08-13 02:04:00Z","18.656","67.07","306","9","LRIT",
"MMSI","IMO","IR","Ship Name","Call Sign",
"477001900","9602643","N/A","BRIGHTOIL GRACE","3EXW4",
"Timestamp","Lat","Lon","Heading","Speed","Source",
"2018-08-13 23:34:15Z","25.65203","56.70749","296.2","0.2","Sat-AIS",
"2018-08-13 15:01:17Z","25.65679","56.71018","305.4","N/A","Sat-AIS",
"2018-08-13 10:34:15Z","25.65694","56.70736","100.8","0.2","Sat-AIS",
"2018-08-13 03:55:13Z","25.65245","56.70624","304.7","0.1","Sat-AIS",
