"MMSI","IMO","IR","Ship Name","Call Sign",
"538006746","9133850","N/A","CS DEVELOPMENT","V7QW3",
"Timestamp","Lat","Lon","Heading","Speed","Source",
"2018-08-13 23:02:16Z","-23.26751","-1.18207","119.7","12.2","Sat-AIS",
"2018-08-13 23:01:59Z","-23.26699","-1.18304","119.6","12.2","Sat-AIS",
"2018-08-13 23:01:58Z","-23.26699","-1.18304","119.6","12.2","Sat-AIS",
"2018-08-13 23:01:48Z","-23.2667","-1.18363","119.5","12.1","Sat-AIS",
"2018-08-13 23:01:28Z","-23.26618","-1.18464","119.4","12.1","Sat-AIS",
"2018-08-13 23:01:17Z","-23.26589","-1.1852","119.2","12","Sat-AIS",
"2018-08-13 23:01:16Z","-23.26589","-1.1852","119.2","12","Sat-AIS",
"2018-08-13 23:01:07Z","-23.26565","-1.18565","118.7","12","Sat-AIS",
"2018-08-13 23:00:58Z","-23.26538","-1.18617","118.7","12","Sat-AIS",
"2018-08-13 23:00:49Z","-23.26511","-1.18672","118.8","12.1","Sat-AIS",
"2018-08-13 23:00:48Z","-23.26511","-1.18672","118.8","12.1","Sat-AIS",
"2018-08-13 23:00:39Z","-23.26483","-1.18724","118.5","12","Sat-AIS",
"2018-08-13 23:00:39Z","-23.26483","-1.18724","118.5","12","Sat-AIS",
"2018-08-13 23:00:29Z","-23.26457","-1.18776","118.3","12","Sat-AIS",
"2018-08-13 23:00:28Z","-23.26457","-1.18776","118.3","12","Sat-AIS",
"2018-08-13 23:00:19Z","-23.26435","-1.18828","118.7","11.7","Sat-AIS",
"2018-08-13 23:00:08Z","-23.26405","-1.18882","118.6","12.1","Sat-AIS",
"2018-08-13 23:00:07Z","-23.26405","-1.18882","118.6","12.1","Sat-AIS",
"2018-08-13 22:59:59Z","-23.26374","-1.18928","117.7","11.8","Sat-AIS",
"2018-08-13 22:59:58Z","-23.26374","-1.18928","117.7","11.8","Sat-AIS",
"2018-08-13 22:59:49Z","-23.26349","-1.18981","118","11.8","Sat-AIS",
"2018-08-13 22:59:48Z","-23.26349","-1.18981","118","11.8","Sat-AIS",
"2018-08-13 22:59:39Z","-23.26318","-1.19044","118.5","11.9","Sat-AIS",
"2018-08-13 22:59:29Z","-23.26293","-1.19095","118.8","12.3","Sat-AIS",
"2018-08-13 22:59:28Z","-23.26293","-1.19095","118.8","12.3","Sat-AIS",
"2018-08-13 22:59:18Z","-23.26263","-1.19152","118.5","12.2","Sat-AIS",
"2018-08-13 22:59:08Z","-23.26232","-1.19209","118.1","11.8","Sat-AIS",
"2018-08-13 22:58:59Z","-23.26213","-1.19255","118.4","12.1","Sat-AIS",
"2018-08-13 22:58:59Z","-23.26213","-1.19255","118.4","12.1","Sat-AIS",
"2018-08-13 22:58:49Z","-23.26189","-1.19307","118.7","12.1","Sat-AIS",
"2018-08-13 22:58:49Z","-23.26189","-1.19307","118.7","12.1","Sat-AIS",
"2018-08-13 22:58:48Z","-23.26189","-1.19307","118.7","12.1","Sat-AIS",
"2018-08-13 22:58:37Z","-23.26157","-1.19367","118.4","12.2","Sat-AIS",
"2018-08-13 22:58:36Z","-23.26157","-1.19367","118.4","12.2","Sat-AIS",
"2018-08-13 22:58:08Z","-23.26081","-1.19518","117.9","12.1","Sat-AIS",
"2018-08-13 22:57:59Z","-23.26053","-1.19571","117.5","12","Sat-AIS",
"2018-08-13 22:57:49Z","-23.26024","-1.19624","116.9","12","Sat-AIS",
"2018-08-13 22:57:48Z","-23.26024","-1.19624","116.9","12","Sat-AIS",
"2018-08-13 22:57:37Z","-23.25994","-1.19683","116.7","11.8","Sat-AIS",
"2018-08-13 22:57:09Z","-23.25923","-1.19832","116.5","12","Sat-AIS",
"2018-08-13 22:57:08Z","-23.25923","-1.19832","116.5","12","Sat-AIS",
"2018-08-13 22:56:18Z","-23.25795","-1.20107","117.3","12.2","Sat-AIS",
"2018-08-13 22:55:59Z","-23.25752","-1.20215","118.7","12","Sat-AIS",
"2018-08-13 22:55:36Z","-23.2569","-1.20328","117.9","12.2","Sat-AIS",
"2018-08-13 22:55:10Z","-23.25617","-1.20488","118.7","12.2","Sat-AIS",
"2018-08-13 22:54:36Z","-23.25533","-1.20652","118.9","12.1","Sat-AIS",
"2018-08-13 22:32:29Z","-23.21913","-1.27761","122.6","12.2","Sat-AIS",
"2018-08-13 22:29:28Z","-23.21356","-1.28685","122","12","Sat-AIS",
"2018-08-13 22:26:59Z","-23.20907","-1.2946","122.3","12.3","Sat-AIS",
"2018-08-13 22:20:59Z","-23.19801","-1.31312","122.5","12.1","Sat-AIS",
"2018-08-13 22:18:59Z","-23.19438","-1.31932","122.2","12.1","Sat-AIS",
"2018-08-13 22:12:49Z","-23.18309","-1.33836","122","12","Sat-AIS",
"2018-08-13 22:12:19Z","-23.18223","-1.33987","122.1","12.2","Sat-AIS",
"2018-08-13 22:11:39Z","-23.18109","-1.34195","122.2","12.2","Sat-AIS",
"2018-08-13 22:10:40Z","-23.17923","-1.34498","121.8","12.3","Sat-AIS",
"2018-08-13 22:10:30Z","-23.17894","-1.3455","122","12.6","Sat-AIS",
"2018-08-13 22:10:19Z","-23.17861","-1.34606","122.1","12.3","Sat-AIS",
"2018-08-13 22:10:10Z","-23.17835","-1.34651","122","12.1","Sat-AIS",
"2018-08-13 22:09:40Z","-23.1775","-1.34808","121.9","12.1","Sat-AIS",
"2018-08-13 22:09:40Z","-23.1775","-1.34808","121.9","12.1","Sat-AIS",
"2018-08-13 22:09:30Z","-23.1772","-1.3486","121.9","11.9","Sat-AIS",
"2018-08-13 22:09:19Z","-23.1769","-1.34912","121.7","11.8","Sat-AIS",
"2018-08-13 22:09:10Z","-23.17659","-1.34963","121.6","11.9","Sat-AIS",
"2018-08-13 22:08:59Z","-23.17626","-1.35019","121.8","12.4","Sat-AIS",
"2018-08-13 22:08:49Z","-23.17595","-1.35076","122.3","12.2","Sat-AIS",
"2018-08-13 22:08:40Z","-23.17568","-1.35121","122.4","12.2","Sat-AIS",
"2018-08-13 22:08:30Z","-23.17539","-1.35163","121.8","11.9","Sat-AIS",
"2018-08-13 22:08:30Z","-23.17539","-1.35163","121.8","11.9","Sat-AIS",
"2018-08-13 22:08:20Z","-23.17511","-1.35214","122.4","12","Sat-AIS",
"2018-08-13 22:08:10Z","-23.17484","-1.35266","123.2","12","Sat-AIS",
"2018-08-13 22:08:10Z","-23.17484","-1.35266","123.2","12","Sat-AIS",
"2018-08-13 22:08:10Z","-23.17484","-1.35266","123.2","12","Sat-AIS",
"2018-08-13 22:08:10Z","-23.17484","-1.35266","123.2","12","Sat-AIS",
"2018-08-13 22:08:10Z","-23.17484","-1.35266","123.2","12","Sat-AIS",
"2018-08-13 22:08:10Z","-23.17484","-1.35266","123.2","12","Sat-AIS",
"2018-08-13 22:08:10Z","-23.17484","-1.35266","123.2","12","Sat-AIS",
"2018-08-13 22:08:10Z","-23.17484","-1.35266","123.2","12","Sat-AIS",
"2018-08-13 22:08:10Z","-23.17484","-1.35266","123.2","12","Sat-AIS",
"2018-08-13 22:07:59Z","-23.17451","-1.35322","123.4","12.1","Sat-AIS",
"2018-08-13 22:07:30Z","-23.17365","-1.35472","123.4","12.4","Sat-AIS",
"2018-08-13 22:07:30Z","-23.17365","-1.35472","123.4","12.4","Sat-AIS",
"2018-08-13 22:07:30Z","-23.17365","-1.35472","123.4","12.4","Sat-AIS",
"2018-08-13 22:07:30Z","-23.17365","-1.35472","123.4","12.4","Sat-AIS",
"2018-08-13 22:07:10Z","-23.17303","-1.35572","123.4","12.1","Sat-AIS",
"2018-08-13 22:06:59Z","-23.1727","-1.35622","123.2","12.1","Sat-AIS",
"2018-08-13 22:06:40Z","-23.17208","-1.3572","123.9","12.1","Sat-AIS",
"2018-08-13 22:06:30Z","-23.17177","-1.3577","124.1","12.4","Sat-AIS",
"2018-08-13 22:05:59Z","-23.17082","-1.35928","124.4","12.2","Sat-AIS",
"2018-08-13 22:05:30Z","-23.16993","-1.36079","124.3","12.2","Sat-AIS",
"2018-08-13 22:04:19Z","-23.16767","-1.36434","123.4","12.1","Sat-AIS",
"2018-08-13 21:57:58Z","-23.15615","-1.38374","123.9","12.2","Sat-AIS",
"2018-08-13 21:52:50Z","-23.14652","-1.39928","123.4","12.3","Sat-AIS",
"2018-08-13 21:52:08Z","-23.14531","-1.40129","123.7","12.2","Sat-AIS",
"2018-08-13 21:46:47Z","-23.13544","-1.41749","123.7","11.9","Sat-AIS",
"2018-08-13 21:42:39Z","-23.12774","-1.42988","123","11.9","Sat-AIS",
"2018-08-13 21:28:57Z","-23.10329","-1.47028","124.6","11.9","Sat-AIS",
"2018-08-13 21:28:49Z","-23.10304","-1.47068","124.5","12.1","Sat-AIS",
"2018-08-13 21:28:39Z","-23.1027","-1.4712","124.6","11.9","Sat-AIS",
"2018-08-13 21:28:28Z","-23.10233","-1.4717","124.3","11.8","Sat-AIS",
"2018-08-13 21:27:57Z","-23.10139","-1.47315","124","11.5","Sat-AIS",
"2018-08-13 21:27:57Z","-23.10139","-1.47315","124","11.5","Sat-AIS",
"2018-08-13 21:27:28Z","-23.10053","-1.47453","123.8","11.9","Sat-AIS",
"2018-08-13 21:26:57Z","-23.09959","-1.47604","123.9","11.6","Sat-AIS",
"2018-08-13 21:26:39Z","-23.09903","-1.47691","123.9","11.6","Sat-AIS",
"2018-08-13 21:25:57Z","-23.09769","-1.47897","123.7","11.8","Sat-AIS",
"2018-08-13 21:25:08Z","-23.09621","-1.48138","123.9","11.7","Sat-AIS",
"2018-08-13 21:24:57Z","-23.09592","-1.48187","124.3","11.6","Sat-AIS",
"2018-08-13 21:23:57Z","-23.09409","-1.48474","124.5","11.5","Sat-AIS",
"2018-08-13 21:23:18Z","-23.09286","-1.48665","124.2","11.5","Sat-AIS",
"2018-08-13 21:22:18Z","-23.09104","-1.48947","124.3","11.8","Sat-AIS",
"2018-08-13 21:22:08Z","-23.09069","-1.48999","124.3","11.6","Sat-AIS",
"2018-08-13 21:18:48Z","-23.08455","-1.49958","122.5","11.8","Sat-AIS",
"2018-08-13 21:17:28Z","-23.08221","-1.50351","123.1","11.9","Sat-AIS",
"2018-08-13 21:17:28Z","-23.08221","-1.50351","123.1","11.9","Sat-AIS",
"2018-08-13 21:16:08Z","-23.07973","-1.50751","122.6","12","Sat-AIS",
"2018-08-13 21:15:27Z","-23.07858","-1.50944","122.7","11.7","Sat-AIS",
"2018-08-13 21:15:27Z","-23.07858","-1.50944","122.7","11.7","Sat-AIS",
"2018-08-13 21:14:37Z","-23.07711","-1.51193","122.5","11.8","Sat-AIS",
"2018-08-13 21:14:27Z","-23.07681","-1.51242","122.5","11.9","Sat-AIS",
"2018-08-13 21:14:08Z","-23.07625","-1.51329","121.9","12","Sat-AIS",
"2018-08-13 21:14:08Z","-23.07625","-1.51329","121.9","12","Sat-AIS",
"2018-08-13 21:13:48Z","-23.07567","-1.51431","122.4","11.8","Sat-AIS",
"2018-08-13 21:13:37Z","-23.07529","-1.51496","122.4","11.8","Sat-AIS",
"2018-08-13 21:13:27Z","-23.07501","-1.5154","121.9","12","Sat-AIS",
"2018-08-13 21:13:08Z","-23.07448","-1.51637","122.8","11.8","Sat-AIS",
"2018-08-13 21:12:49Z","-23.07387","-1.51736","122.6","12","Sat-AIS",
"2018-08-13 21:12:48Z","-23.07387","-1.51736","122.6","12","Sat-AIS",
"2018-08-13 21:12:48Z","-23.07387","-1.51736","122.6","12","Sat-AIS",
"2018-08-13 21:12:27Z","-23.07326","-1.51842","122.9","11.9","Sat-AIS",
"2018-08-13 21:12:08Z","-23.07268","-1.51935","122.8","11.9","Sat-AIS",
"2018-08-13 21:12:08Z","-23.07268","-1.51935","122.8","11.9","Sat-AIS",
"2018-08-13 21:08:29Z","-23.06598","-1.53021","124.2","11.8","Sat-AIS",
"2018-08-13 20:42:20Z","-23.01981","-1.60862","120.2","11.8","Sat-AIS",
"2018-08-13 20:37:59Z","-23.01247","-1.62193","120.2","11.9","Sat-AIS",
"2018-08-13 20:35:20Z","-23.00796","-1.62996","121.2","11.8","Sat-AIS",
"2018-08-13 20:33:29Z","-23.00485","-1.63548","121.8","11.7","Sat-AIS",
"2018-08-13 20:33:20Z","-23.00458","-1.63599","122.1","11.6","Sat-AIS",
"2018-08-13 20:32:50Z","-23.00371","-1.63743","121.9","11.4","Sat-AIS",
"2018-08-13 20:32:29Z","-23.00316","-1.6384","122.3","11.8","Sat-AIS",
"2018-08-13 20:32:29Z","-23.00316","-1.6384","122.3","11.8","Sat-AIS",
"2018-08-13 20:10:00Z","-22.96421","-1.70508","122.8","11.3","Sat-AIS",
"2018-08-13 20:09:18Z","-22.96301","-1.70712","123","11.7","Sat-AIS",
"2018-08-13 20:05:39Z","-22.95665","-1.718","122.4","11.6","Sat-AIS",
"2018-08-13 20:03:27Z","-22.95281","-1.72447","122.7","11.7","Sat-AIS",
"2018-08-13 20:03:19Z","-22.95255","-1.72498","123.3","11.7","Sat-AIS",
"2018-08-13 19:40:56Z","-22.91243","-1.79142","122.7","12.1","Sat-AIS",
"2018-08-13 19:40:48Z","-22.91213","-1.79186","122","12.1","Sat-AIS",
"2018-08-13 19:40:48Z","-22.91213","-1.79186","122","12.1","Sat-AIS",
"2018-08-13 19:40:18Z","-22.91126","-1.7934","121.8","11.8","Sat-AIS",
"2018-08-13 19:39:48Z","-22.91041","-1.7949","121.7","11.9","Sat-AIS",
"2018-08-13 19:39:38Z","-22.91008","-1.79547","121.6","11.9","Sat-AIS",
"2018-08-13 19:39:38Z","-22.91008","-1.79547","121.6","11.9","Sat-AIS",
"2018-08-13 19:39:28Z","-22.9098","-1.79591","121.2","11.9","Sat-AIS",
"2018-08-13 19:39:18Z","-22.90951","-1.7964","121.2","11.8","Sat-AIS",
"2018-08-13 19:39:18Z","-22.90951","-1.7964","121.2","11.8","Sat-AIS",
"2018-08-13 19:39:08Z","-22.90926","-1.79692","121.8","12.2","Sat-AIS",
"2018-08-13 19:38:56Z","-22.90896","-1.7975","122.3","12.3","Sat-AIS",
"2018-08-13 19:38:56Z","-22.90896","-1.7975","122.3","12.3","Sat-AIS",
"2018-08-13 19:38:47Z","-22.90867","-1.79802","122.4","12.2","Sat-AIS",
"2018-08-13 19:38:38Z","-22.90837","-1.79847","121.9","12.1","Sat-AIS",
"2018-08-13 19:38:38Z","-22.90837","-1.79847","121.9","12.1","Sat-AIS",
"2018-08-13 19:38:28Z","-22.90808","-1.79897","122.2","11.8","Sat-AIS",
"2018-08-13 19:38:19Z","-22.90782","-1.79947","122.7","11.9","Sat-AIS",
"2018-08-13 19:38:19Z","-22.90782","-1.79947","122.7","11.9","Sat-AIS",
"2018-08-13 19:37:47Z","-22.9069","-1.801","122.6","12","Sat-AIS",
"2018-08-13 19:37:38Z","-22.9066","-1.80151","122.5","11.8","Sat-AIS",
"2018-08-13 19:37:38Z","-22.9066","-1.80151","122.5","11.8","Sat-AIS",
"2018-08-13 19:37:28Z","-22.90629","-1.80203","122.3","11.9","Sat-AIS",
"2018-08-13 19:37:27Z","-22.90629","-1.80203","122.3","11.9","Sat-AIS",
"2018-08-13 19:37:17Z","-22.906","-1.80254","122.4","11.8","Sat-AIS",
"2018-08-13 19:37:17Z","-22.906","-1.80254","122.4","11.8","Sat-AIS",
"2018-08-13 19:37:08Z","-22.90575","-1.80301","122.7","11.9","Sat-AIS",
"2018-08-13 19:37:07Z","-22.90575","-1.80301","122.7","11.9","Sat-AIS",
"2018-08-13 19:37:07Z","-22.90575","-1.80301","122.7","11.9","Sat-AIS",
"2018-08-13 19:37:07Z","-22.90575","-1.80301","122.7","11.9","Sat-AIS",
"2018-08-13 19:36:47Z","-22.90513","-1.80404","122.4","12.2","Sat-AIS",
"2018-08-13 19:36:46Z","-22.90513","-1.80404","122.4","12.2","Sat-AIS",
"2018-08-13 19:36:46Z","-22.90513","-1.80404","122.4","12.2","Sat-AIS",
"2018-08-13 19:36:46Z","-22.90513","-1.80404","122.4","12.2","Sat-AIS",
"2018-08-13 19:36:46Z","-22.90513","-1.80404","122.4","12.2","Sat-AIS",
"2018-08-13 19:36:38Z","-22.90488","-1.8045","122.6","11.9","Sat-AIS",
"2018-08-13 19:36:26Z","-22.90461","-1.80499","122.8","11.7","Sat-AIS",
"2018-08-13 19:36:26Z","-22.90461","-1.80499","122.8","11.7","Sat-AIS",
"2018-08-13 19:36:17Z","-22.90433","-1.80546","122.8","11.9","Sat-AIS",
"2018-08-13 19:36:08Z","-22.90404","-1.80596","123","11.8","Sat-AIS",
"2018-08-13 19:36:07Z","-22.90404","-1.80596","123","11.8","Sat-AIS",
"2018-08-13 19:35:48Z","-22.90343","-1.80695","122.8","11.7","Sat-AIS",
"2018-08-13 19:35:47Z","-22.90343","-1.80695","122.8","11.7","Sat-AIS",
"2018-08-13 19:35:38Z","-22.90314","-1.80745","122.9","11.8","Sat-AIS",
"2018-08-13 19:35:38Z","-22.90314","-1.80745","122.9","11.8","Sat-AIS",
"2018-08-13 19:35:09Z","-22.90221","-1.80897","123.1","11.6","Sat-AIS",
"2018-08-13 19:35:08Z","-22.90221","-1.80897","123.1","11.6","Sat-AIS",
"2018-08-13 19:30:39Z","-22.89411","-1.82212","123.4","11.6","Sat-AIS",
"2018-08-13 19:28:58Z","-22.89112","-1.82706","123.2","12","Sat-AIS",
"2018-08-13 19:27:27Z","-22.88839","-1.83156","123.1","11.8","Sat-AIS",
"2018-08-13 19:01:48Z","-22.84459","-1.90924","119.4","11.9","Sat-AIS",
"2018-08-13 18:55:38Z","-22.83474","-1.92802","121.6","11.6","Sat-AIS",
"2018-08-13 18:53:20Z","-22.83087","-1.93475","122.2","11.7","Sat-AIS",
"2018-08-13 18:53:10Z","-22.83054","-1.93527","121.8","11.7","Sat-AIS",
"2018-08-13 18:18:49Z","-22.77457","-2.03794","119.9","11.4","Sat-AIS",
"2018-08-13 18:16:58Z","-22.77159","-2.04348","118.5","11.9","Sat-AIS",
"2018-08-13 18:03:37Z","-22.75065","-2.08345","120.5","11.5","Sat-AIS",
"2018-08-13 18:03:37Z","-22.75065","-2.08345","120.5","11.5","Sat-AIS",
"2018-08-13 18:02:26Z","-22.74876","-2.08692","121.1","11.8","Sat-AIS",
"2018-08-13 17:50:48Z","-22.72766","-2.12117","123.8","12","Sat-AIS",
"2018-08-13 17:43:19Z","-22.714","-2.14314","123.1","11.7","Sat-AIS",
"2018-08-13 17:42:58Z","-22.71344","-2.1441","123.6","11.9","Sat-AIS",
"2018-08-13 17:17:08Z","-22.66711","-2.21969","122.8","11.9","Sat-AIS",
"2018-08-13 17:08:29Z","-22.65191","-2.24502","123","11.5","Sat-AIS",
"2018-08-13 17:05:30Z","-22.64663","-2.25375","124.7","11.8","Sat-AIS",
"2018-08-13 16:47:08Z","-22.61248","-2.30633","123.4","11.8","Sat-AIS",
"2018-08-13 16:41:38Z","-22.60251","-2.32216","123.7","11.9","Sat-AIS",
"2018-08-13 16:39:38Z","-22.59894","-2.32795","123.4","11.3","Sat-AIS",
"2018-08-13 16:34:19Z","-22.58935","-2.34298","123.4","11.5","Sat-AIS",
"2018-08-13 16:31:18Z","-22.58402","-2.35168","123.8","12","Sat-AIS",
"2018-08-13 16:06:20Z","-22.54042","-2.42565","119.3","11.7","Sat-AIS",
"2018-08-13 16:03:40Z","-22.53618","-2.43389","121.2","11.6","Sat-AIS",
"2018-08-13 16:00:10Z","-22.53006","-2.4444","121.1","12","Sat-AIS",
"2018-08-13 15:55:58Z","-22.52304","-2.45717","121.2","12","Sat-AIS",
"2018-08-13 15:43:06Z","-22.50174","-2.49621","120.9","11.9","Sat-AIS",
"2018-08-13 15:43:06Z","-22.50174","-2.49621","120.9","11.9","Sat-AIS",
"2018-08-13 15:42:56Z","-22.50146","-2.49672","120.9","11.5","Sat-AIS",
"2018-08-13 15:42:38Z","-22.50096","-2.49763","121.2","11.7","Sat-AIS",
"2018-08-13 15:41:56Z","-22.49979","-2.49969","121.2","12.1","Sat-AIS",
"2018-08-13 15:39:36Z","-22.49581","-2.50695","119.9","12.1","Sat-AIS",
"2018-08-13 15:39:27Z","-22.49555","-2.50741","119.8","12","Sat-AIS",
"2018-08-13 15:39:16Z","-22.49524","-2.50797","119.5","12","Sat-AIS",
"2018-08-13 15:39:06Z","-22.49497","-2.50849","119.6","12","Sat-AIS",
"2018-08-13 15:38:36Z","-22.49411","-2.50999","119","12.1","Sat-AIS",
"2018-08-13 15:38:27Z","-22.49385","-2.5105","119.4","12.3","Sat-AIS",
"2018-08-13 15:38:06Z","-22.49328","-2.51162","119.8","12","Sat-AIS",
"2018-08-13 15:37:58Z","-22.49303","-2.51203","119.4","12.2","Sat-AIS",
"2018-08-13 15:37:16Z","-22.49191","-2.51419","120.3","12.1","Sat-AIS",
"2018-08-13 15:36:27Z","-22.4905","-2.51675","120.2","12","Sat-AIS",
"2018-08-13 15:31:59Z","-22.48299","-2.53086","121.1","12.4","Sat-AIS",
"2018-08-13 15:28:18Z","-22.47653","-2.54251","118","12.2","Sat-AIS",
"2018-08-13 15:25:29Z","-22.47206","-2.55156","119.5","12.1","Sat-AIS",
"2018-08-13 15:25:29Z","-22.47206","-2.55156","119.5","12.1","Sat-AIS",
"2018-08-13 15:19:58Z","-22.46276","-2.56915","120.8","12.3","Sat-AIS",
"2018-08-13 15:09:52Z","-22.44622","-2.60097","118.1","11.9","Sat-AIS",
"2018-08-13 15:04:53Z","-22.43824","-2.61684","117","12.3","Sat-AIS",
"2018-08-13 15:03:53Z","-22.4367","-2.62001","118.2","12","Sat-AIS",
"2018-08-13 14:57:00Z","-22.42532","-2.6418","116.7","12","Sat-AIS",
"2018-08-13 14:55:38Z","-22.42328","-2.64619","117.5","12","Sat-AIS",
"2018-08-13 14:55:38Z","-22.42328","-2.64619","117.5","12","Sat-AIS",
"2018-08-13 14:51:10Z","-22.41624","-2.66028","120.3","12.2","Sat-AIS",
"2018-08-13 14:47:18Z","-22.40993","-2.67229","117.9","12.2","Sat-AIS",
"2018-08-13 14:23:19Z","-22.37118","-2.74664","118.7","12","Sat-AIS",
"2018-08-13 14:23:19Z","-22.37118","-2.74664","118.7","12","Sat-AIS",
"2018-08-13 14:23:19Z","-22.37118","-2.74664","118.7","12","Sat-AIS",
"2018-08-13 14:23:19Z","-22.37118","-2.74664","118.7","12","Sat-AIS",
"2018-08-13 14:22:19Z","-22.36961","-2.74973","119","11.6","Sat-AIS",
"2018-08-13 14:18:10Z","-22.36311","-2.7625","118.5","11.7","Sat-AIS",
"2018-08-13 14:17:10Z","-22.36155","-2.76565","119.6","11.7","Sat-AIS",
"2018-08-13 14:10:20Z","-22.35008","-2.78607","120.7","12","Sat-AIS",
"2018-08-13 14:07:18Z","-22.34502","-2.79517","120.9","11.7","Sat-AIS",
"2018-08-13 14:07:08Z","-22.34476","-2.79566","121","12.1","Sat-AIS",
"2018-08-13 14:06:27Z","-22.34354","-2.79771","120.1","12.1","Sat-AIS",
"2018-08-13 14:05:56Z","-22.34273","-2.79922","120","12","Sat-AIS",
"2018-08-13 14:05:56Z","-22.34273","-2.79922","120","12","Sat-AIS",
"2018-08-13 14:01:28Z","-22.33521","-2.81295","121.1","12","Sat-AIS",
"2018-08-13 14:00:37Z","-22.3338","-2.8155","120.8","11.9","Sat-AIS",
"2018-08-13 14:00:17Z","-22.33324","-2.81658","121.3","11.8","Sat-AIS",
"2018-08-13 14:00:08Z","-22.333","-2.81703","121.5","11.9","Sat-AIS",
"2018-08-13 13:47:29Z","-22.31117","-2.85558","122.3","11.8","Sat-AIS",
"2018-08-13 13:47:18Z","-22.31083","-2.85612","122.1","11.8","Sat-AIS",
"2018-08-13 13:42:19Z","-22.30235","-2.87104","122.3","12.1","Sat-AIS",
"2018-08-13 13:41:29Z","-22.30088","-2.87353","121.9","12.2","Sat-AIS",
"2018-08-13 13:36:03Z","-22.29161","-2.88991","119.9","12.2","Sat-AIS",
"2018-08-13 13:35:32Z","-22.29077","-2.89148","119.6","12.1","Sat-AIS",
"2018-08-13 13:35:03Z","-22.28998","-2.89293","119.5","12.1","Sat-AIS",
"2018-08-13 13:34:32Z","-22.28908","-2.89471","120.2","12.1","Sat-AIS",
"2018-08-13 13:33:39Z","-22.28742","-2.89769","120.6","12.2","Sat-AIS",
"2018-08-13 13:31:43Z","-22.2843","-2.90336","121.8","12.1","Sat-AIS",
"2018-08-13 13:30:52Z","-22.28281","-2.906","123.1","12","Sat-AIS",
"2018-08-13 13:29:33Z","-22.28043","-2.90996","125.2","12.1","Sat-AIS",
"2018-08-13 13:29:23Z","-22.2801","-2.91046","125.2","12.1","Sat-AIS",
"2018-08-13 13:29:13Z","-22.27976","-2.911","125.4","12","Sat-AIS",
"2018-08-13 13:27:41Z","-22.27679","-2.91539","123.5","11.8","Sat-AIS",
"2018-08-13 13:27:13Z","-22.27589","-2.91684","123.4","12.3","Sat-AIS",
"2018-08-13 13:26:13Z","-22.27407","-2.91982","122.6","12","Sat-AIS",
"2018-08-13 13:11:10Z","-22.24532","-2.96519","124.1","12.3","Sat-AIS",
"2018-08-13 13:06:10Z","-22.23591","-2.98035","124.6","12.3","Sat-AIS",
"2018-08-13 12:58:28Z","-22.22107","-3.00335","123.9","12.2","Sat-AIS",
"2018-08-13 12:30:49Z","-22.16792","-3.08597","125","12.5","Sat-AIS",
"2018-08-13 12:24:30Z","-22.15591","-3.10506","123.3","12.2","Sat-AIS",
"2018-08-13 12:24:30Z","-22.15591","-3.10506","123.3","12.2","Sat-AIS",
"2018-08-13 11:53:49Z","-22.09848","-3.19601","123.1","11.9","Sat-AIS",
"2018-08-13 11:47:27Z","-22.08691","-3.21488","124.1","12.3","Sat-AIS",
"2018-08-13 11:21:59Z","-22.03975","-3.29016","123.1","11.8","Sat-AIS",
"2018-08-13 11:17:49Z","-22.03226","-3.30264","121.8","12","Sat-AIS",
"2018-08-13 11:14:20Z","-22.02622","-3.31319","120.9","12","Sat-AIS",
"2018-08-13 10:53:18Z","-21.9892","-3.37705","123.8","12","Sat-AIS",
"2018-08-13 10:46:07Z","-21.97664","-3.39874","120.9","12.1","Sat-AIS",
"2018-08-13 10:45:49Z","-21.97612","-3.39971","121.2","12.2","Sat-AIS",
"2018-08-13 10:45:49Z","-21.97612","-3.39971","121.2","12.2","Sat-AIS",
"2018-08-13 10:45:49Z","-21.97612","-3.39971","121.2","12.2","Sat-AIS",
"2018-08-13 10:45:49Z","-21.97612","-3.39971","121.2","12.2","Sat-AIS",
"2018-08-13 10:45:49Z","-21.97612","-3.39971","121.2","12.2","Sat-AIS",
"2018-08-13 10:45:08Z","-21.97492","-3.40183","121.3","12.2","Sat-AIS",
