"MMSI","IMO","IR","Ship Name","Call Sign",
"538006746","9133850","N/A","CS DEVELOPMENT","V7QW3",
"Timestamp","Lat","Lon","Heading","Speed","Source",
"2018-08-13 14:58:00Z","10.2621","149.17865","260.7","15.4","Sat-AIS",
"2018-08-13 14:58:00Z","10.2621","149.17865","260.7","15.4","Sat-AIS",
"2018-08-13 14:30:11Z","10.28112","149.29753","260.6","15.2","Sat-AIS",
"2018-08-13 14:24:05Z","10.28531","149.32336","260.2","15.2","Sat-AIS",
"2018-08-13 14:18:47Z","10.28886","149.34537","260.7","15.2","Sat-AIS",
"2018-08-13 14:18:35Z","10.289","149.3462","260.9","15.2","Sat-AIS",
"2018-08-13 14:18:17Z","10.28919","149.34738","260.5","15.1","Sat-AIS",
"2018-08-13 14:17:58Z","10.28944","149.34863","260.6","15.1","Sat-AIS",
"2018-08-13 14:17:23Z","10.28984","149.35107","260.4","15.1","Sat-AIS",
"2018-08-13 14:17:17Z","10.28991","149.35149","260.8","15.1","Sat-AIS",
"2018-08-13 14:17:11Z","10.28997","149.35191","260.4","15.1","Sat-AIS",
"2018-08-13 14:17:11Z","10.28997","149.35191","260.4","15.1","Sat-AIS",
"2018-08-13 14:16:58Z","10.2901","149.35275","260.3","15.1","Sat-AIS",
"2018-08-13 14:16:47Z","10.29024","149.3536","260.3","15.1","Sat-AIS",
"2018-08-13 14:16:35Z","10.29038","149.35452","260.6","15.1","Sat-AIS",
"2018-08-13 14:16:17Z","10.29057","149.3557","260.8","15.1","Sat-AIS",
"2018-08-13 14:16:05Z","10.29071","149.35661","260.7","15.1","Sat-AIS",
"2018-08-13 14:15:58Z","10.29078","149.35704","260.5","15.1","Sat-AIS",
"2018-08-13 14:15:53Z","10.29084","149.35745","260.3","15.1","Sat-AIS",
"2018-08-13 14:15:35Z","10.29105","149.35872","260.6","15.1","Sat-AIS",
"2018-08-13 14:15:29Z","10.2911","149.35907","260","15.1","Sat-AIS",
"2018-08-13 14:15:17Z","10.29125","149.35991","259.9","15.1","Sat-AIS",
"2018-08-13 14:15:11Z","10.29133","149.36032","260.4","15.1","Sat-AIS",
"2018-08-13 14:14:29Z","10.29191","149.36327","260.7","15.1","Sat-AIS",
"2018-08-13 14:14:11Z","10.29215","149.36447","260.8","15.1","Sat-AIS",
"2018-08-13 14:13:58Z","10.2923","149.36546","260.8","15.1","Sat-AIS",
"2018-08-13 14:13:47Z","10.29243","149.36629","260.8","15.1","Sat-AIS",
"2018-08-13 14:13:47Z","10.29243","149.36629","260.8","15.1","Sat-AIS",
"2018-08-13 14:13:47Z","10.29243","149.36629","260.8","15.1","Sat-AIS",
"2018-08-13 14:13:41Z","10.29248","149.36665","261.1","15.1","Sat-AIS",
"2018-08-13 14:13:35Z","10.29256","149.36714","260.8","15.1","Sat-AIS",
"2018-08-13 13:51:36Z","10.30748","149.45949","260.9","15","Sat-AIS",
"2018-08-13 13:51:36Z","10.30748","149.45949","260.9","15","Sat-AIS",
"2018-08-13 13:51:05Z","10.30784","149.46155","260.4","15","Sat-AIS",
"2018-08-13 13:17:36Z","10.32997","149.60225","261.1","15.2","Sat-AIS",
"2018-08-13 12:43:34Z","10.35256","149.74362","261.1","15.1","Sat-AIS",
"2018-08-13 12:08:18Z","10.37411","149.89064","262.1","14.9","Sat-AIS",
"2018-08-13 11:14:06Z","10.41054","150.10823","260.5","14.3","Sat-AIS",
"2018-08-13 11:13:48Z","10.41074","150.10942","260.3","14.3","Sat-AIS",
"2018-08-13 11:13:42Z","10.41081","150.10982","260.6","14.3","Sat-AIS",
"2018-08-13 11:11:30Z","10.41235","150.11856","260.7","14.4","Sat-AIS",
"2018-08-13 11:10:48Z","10.41279","150.12135","260.3","14.4","Sat-AIS",
"2018-08-13 11:09:42Z","10.41348","150.12578","260.7","14.4","Sat-AIS",
"2018-08-13 11:09:24Z","10.41366","150.12701","261.1","14.4","Sat-AIS",
"2018-08-13 11:09:18Z","10.41372","150.12741","260.8","14.5","Sat-AIS",
"2018-08-13 11:09:11Z","10.41379","150.12788","260.8","14.4","Sat-AIS",
"2018-08-13 11:08:48Z","10.41404","150.12941","261","14.4","Sat-AIS",
"2018-08-13 11:08:24Z","10.4143","150.13097","261.1","14.4","Sat-AIS",
"2018-08-13 10:43:42Z","10.42933","150.23093","261.5","14.7","Sat-AIS",
"2018-08-13 10:06:54Z","10.453","150.38202","260.8","15.2","Sat-AIS",
"2018-08-13 09:44:12Z","10.46838","150.47697","261","15.2","Sat-AIS",
"2018-08-13 09:39:37Z","10.47163","150.4965","260.6","15.2","Sat-AIS",
"2018-08-13 09:39:30Z","10.47172","150.49707","260.3","15.3","Sat-AIS",
"2018-08-13 09:39:24Z","10.4718","150.4975","260.5","15.3","Sat-AIS",
"2018-08-13 09:39:18Z","10.47185","150.49785","260.4","15.3","Sat-AIS",
"2018-08-13 09:39:12Z","10.47194","150.49834","260.5","15.3","Sat-AIS",
"2018-08-13 09:39:06Z","10.47201","150.49876","260.3","15.3","Sat-AIS",
"2018-08-13 09:37:24Z","10.47324","150.50592","260.3","15.3","Sat-AIS",
"2018-08-13 09:37:18Z","10.47331","150.50635","260.2","15.3","Sat-AIS",
"2018-08-13 09:37:06Z","10.47345","150.50717","260.3","15.3","Sat-AIS",
"2018-08-13 09:36:54Z","10.47358","150.50801","260.1","15.3","Sat-AIS",
"2018-08-13 09:36:48Z","10.47361","150.5082","260.3","15.3","Sat-AIS",
"2018-08-13 09:36:42Z","10.47372","150.50887","260.3","15.3","Sat-AIS",
"2018-08-13 09:36:42Z","10.47372","150.50887","260.3","15.3","Sat-AIS",
"2018-08-13 09:36:37Z","10.47378","150.50922","260.2","15.3","Sat-AIS",
"2018-08-13 09:36:30Z","10.47386","150.5097","260.4","15.3","Sat-AIS",
"2018-08-13 09:36:24Z","10.47393","150.51013","260.5","15.3","Sat-AIS",
"2018-08-13 09:36:18Z","10.47399","150.51048","260.3","15.3","Sat-AIS",
"2018-08-13 09:36:12Z","10.47407","150.51099","260.5","15.3","Sat-AIS",
"2018-08-13 09:36:06Z","10.47412","150.51134","260.4","15.3","Sat-AIS",
"2018-08-13 09:35:54Z","10.47425","150.51218","260.2","15.3","Sat-AIS",
"2018-08-13 09:35:48Z","10.47432","150.5126","260.2","15.3","Sat-AIS",
"2018-08-13 09:35:17Z","10.4747","150.51472","260.5","15.3","Sat-AIS",
"2018-08-13 09:35:17Z","10.4747","150.51472","260.5","15.3","Sat-AIS",
"2018-08-13 09:35:17Z","10.4747","150.51472","260.5","15.3","Sat-AIS",
"2018-08-13 09:35:12Z","10.47477","150.51514","260.5","15.3","Sat-AIS",
"2018-08-13 09:35:12Z","10.47477","150.51514","260.5","15.3","Sat-AIS",
"2018-08-13 09:35:12Z","10.47477","150.51514","260.5","15.3","Sat-AIS",
"2018-08-13 09:34:54Z","10.47498","150.51643","260.8","15.3","Sat-AIS",
"2018-08-13 09:34:48Z","10.47503","150.51678","260.4","15.3","Sat-AIS",
"2018-08-13 09:34:42Z","10.47512","150.51727","260.7","15.3","Sat-AIS",
"2018-08-13 09:34:37Z","10.47518","150.51762","260.3","15.3","Sat-AIS",
"2018-08-13 09:34:37Z","10.47518","150.51762","260.3","15.3","Sat-AIS",
"2018-08-13 09:34:37Z","10.47518","150.51762","260.3","15.3","Sat-AIS",
"2018-08-13 09:34:30Z","10.4753","150.51819","260.9","15.3","Sat-AIS",
"2018-08-13 09:34:24Z","10.47536","150.51862","260.3","15.3","Sat-AIS",
"2018-08-13 09:34:18Z","10.47542","150.51897","260.6","15.3","Sat-AIS",
"2018-08-13 09:34:12Z","10.47548","150.5194","260.7","15.3","Sat-AIS",
"2018-08-13 09:34:11Z","10.47548","150.5194","260.7","15.3","Sat-AIS",
"2018-08-13 09:34:11Z","10.47548","150.5194","260.7","15.3","Sat-AIS",
"2018-08-13 09:34:11Z","10.47548","150.5194","260.7","15.3","Sat-AIS",
"2018-08-13 09:34:06Z","10.47556","150.5199","260.8","15.3","Sat-AIS",
"2018-08-13 09:34:00Z","10.47562","150.52031","260.6","15.3","Sat-AIS",
"2018-08-13 09:33:54Z","10.47569","150.52075","260.9","15.2","Sat-AIS",
"2018-08-13 09:33:30Z","10.47596","150.52243","260.8","15.2","Sat-AIS",
"2018-08-13 09:33:22Z","10.47603","150.52284","260.6","15.3","Sat-AIS",
"2018-08-13 09:33:22Z","10.47603","150.52284","260.6","15.3","Sat-AIS",
"2018-08-13 09:33:18Z","10.47609","150.52321","260.8","15.3","Sat-AIS",
"2018-08-13 09:33:17Z","10.47609","150.52321","260.8","15.3","Sat-AIS",
"2018-08-13 09:33:17Z","10.47609","150.52321","260.8","15.3","Sat-AIS",
"2018-08-13 09:33:17Z","10.47609","150.52321","260.8","15.3","Sat-AIS",
"2018-08-13 09:33:11Z","10.47616","150.52364","260.5","15.3","Sat-AIS",
"2018-08-13 09:33:11Z","10.47616","150.52364","260.5","15.3","Sat-AIS",
"2018-08-13 09:33:04Z","10.47624","150.52412","261","15.2","Sat-AIS",
"2018-08-13 09:32:54Z","10.47637","150.5249","261.2","15.3","Sat-AIS",
"2018-08-13 09:32:52Z","10.47637","150.5249","261.2","15.3","Sat-AIS",
"2018-08-13 09:32:36Z","10.47658","150.5262","260.8","15.3","Sat-AIS",
"2018-08-13 09:32:22Z","10.47672","150.52705","260.9","15.2","Sat-AIS",
"2018-08-13 09:32:17Z","10.47679","150.52748","260.9","15.2","Sat-AIS",
"2018-08-13 09:32:16Z","10.47679","150.52748","260.9","15.2","Sat-AIS",
"2018-08-13 09:32:16Z","10.47679","150.52748","260.9","15.2","Sat-AIS",
"2018-08-13 09:32:11Z","10.47685","150.52783","261","15.3","Sat-AIS",
"2018-08-13 09:32:11Z","10.47685","150.52783","261","15.3","Sat-AIS",
"2018-08-13 09:32:11Z","10.47685","150.52783","261","15.3","Sat-AIS",
"2018-08-13 09:32:11Z","10.47685","150.52783","261","15.3","Sat-AIS",
"2018-08-13 09:32:11Z","10.47685","150.52783","261","15.3","Sat-AIS",
"2018-08-13 09:32:11Z","10.47685","150.52783","261","15.3","Sat-AIS",
"2018-08-13 09:32:11Z","10.47685","150.52783","261","15.3","Sat-AIS",
"2018-08-13 09:32:11Z","10.47685","150.52783","261","15.3","Sat-AIS",
"2018-08-13 09:31:40Z","10.47722","150.5301","261.1","15.3","Sat-AIS",
"2018-08-13 09:31:17Z","10.47747","150.53178","261.7","15.3","Sat-AIS",
"2018-08-13 09:31:16Z","10.47747","150.53178","261.7","15.3","Sat-AIS",
"2018-08-13 09:31:16Z","10.47747","150.53178","261.7","15.3","Sat-AIS",
"2018-08-13 09:31:12Z","10.4775","150.53212","261.6","15.3","Sat-AIS",
"2018-08-13 09:31:11Z","10.4775","150.53212","261.6","15.3","Sat-AIS",
"2018-08-13 09:31:11Z","10.4775","150.53212","261.6","15.3","Sat-AIS",
"2018-08-13 09:31:05Z","10.47756","150.53262","262.2","15.3","Sat-AIS",
"2018-08-13 09:31:05Z","10.47756","150.53262","262.2","15.3","Sat-AIS",
"2018-08-13 09:30:59Z","10.47761","150.53299","261.8","15.3","Sat-AIS",
"2018-08-13 09:30:58Z","10.47761","150.53299","261.8","15.3","Sat-AIS",
"2018-08-13 09:30:58Z","10.47761","150.53299","261.8","15.3","Sat-AIS",
"2018-08-13 09:30:58Z","10.47761","150.53299","261.8","15.3","Sat-AIS",
"2018-08-13 09:30:58Z","10.47761","150.53299","261.8","15.3","Sat-AIS",
"2018-08-13 09:30:58Z","10.47761","150.53299","261.8","15.3","Sat-AIS",
"2018-08-13 09:30:58Z","10.47761","150.53299","261.8","15.3","Sat-AIS",
"2018-08-13 09:30:47Z","10.47773","150.5339","262.2","15.3","Sat-AIS",
"2018-08-13 09:30:41Z","10.4778","150.5344","262.2","15.3","Sat-AIS",
"2018-08-13 09:30:29Z","10.47791","150.53516","262.5","15.3","Sat-AIS",
"2018-08-13 09:30:28Z","10.47791","150.53516","262.5","15.3","Sat-AIS",
"2018-08-13 09:30:23Z","10.47798","150.53566","262.7","15.3","Sat-AIS",
"2018-08-13 09:30:22Z","10.47798","150.53566","262.7","15.3","Sat-AIS",
"2018-08-13 09:30:22Z","10.47798","150.53566","262.7","15.3","Sat-AIS",
"2018-08-13 09:30:17Z","10.47803","150.53601","262.9","15.3","Sat-AIS",
"2018-08-13 09:30:16Z","10.47803","150.53601","262.9","15.3","Sat-AIS",
"2018-08-13 09:30:11Z","10.47809","150.53644","263","15.3","Sat-AIS",
"2018-08-13 09:30:11Z","10.47809","150.53644","263","15.3","Sat-AIS",
"2018-08-13 09:30:05Z","10.47815","150.53694","262.4","15.3","Sat-AIS",
"2018-08-13 09:30:04Z","10.47815","150.53694","262.4","15.3","Sat-AIS",
"2018-08-13 09:29:59Z","10.4782","150.5373","262.8","15.3","Sat-AIS",
"2018-08-13 09:29:59Z","10.4782","150.5373","262.8","15.3","Sat-AIS",
"2018-08-13 09:29:59Z","10.4782","150.5373","262.8","15.3","Sat-AIS",
"2018-08-13 09:29:53Z","10.47825","150.53773","262.2","15.3","Sat-AIS",
"2018-08-13 09:29:53Z","10.47825","150.53773","262.2","15.3","Sat-AIS",
"2018-08-13 09:29:53Z","10.47825","150.53773","262.2","15.3","Sat-AIS",
"2018-08-13 09:29:47Z","10.47832","150.53816","262.4","15.3","Sat-AIS",
"2018-08-13 09:29:47Z","10.47832","150.53816","262.4","15.3","Sat-AIS",
"2018-08-13 09:29:47Z","10.47832","150.53816","262.4","15.3","Sat-AIS",
"2018-08-13 09:29:41Z","10.47837","150.5386","262.1","15.3","Sat-AIS",
"2018-08-13 09:29:40Z","10.47837","150.5386","262.1","15.3","Sat-AIS",
"2018-08-13 09:29:29Z","10.47848","150.53946","262.2","15.3","Sat-AIS",
"2018-08-13 09:29:28Z","10.47848","150.53946","262.2","15.3","Sat-AIS",
"2018-08-13 09:29:28Z","10.47848","150.53946","262.2","15.3","Sat-AIS",
"2018-08-13 09:29:17Z","10.47859","150.54039","262.2","15.3","Sat-AIS",
"2018-08-13 09:28:47Z","10.47886","150.54245","261.8","15.3","Sat-AIS",
"2018-08-13 09:28:40Z","10.47894","150.54295","262.4","15.3","Sat-AIS",
"2018-08-13 09:28:28Z","10.47904","150.54373","262.2","15.3","Sat-AIS",
"2018-08-13 09:28:11Z","10.4792","150.54501","261.9","15.3","Sat-AIS",
"2018-08-13 09:28:10Z","10.4792","150.54501","261.9","15.3","Sat-AIS",
"2018-08-13 09:28:10Z","10.4792","150.54501","261.9","15.3","Sat-AIS",
"2018-08-13 09:28:04Z","10.47926","150.54544","262.2","15.3","Sat-AIS",
"2018-08-13 09:27:35Z","10.47956","150.54758","261.7","15.3","Sat-AIS",
"2018-08-13 09:27:29Z","10.47962","150.548","262","15.3","Sat-AIS",
"2018-08-13 09:27:28Z","10.47962","150.548","262","15.3","Sat-AIS",
"2018-08-13 09:27:28Z","10.47962","150.548","262","15.3","Sat-AIS",
"2018-08-13 09:07:30Z","10.49133","150.63281","262.3","15.2","Sat-AIS",
"2018-08-13 08:52:11Z","10.49965","150.69745","262.7","15","Sat-AIS",
"2018-08-13 08:03:42Z","10.53063","150.89836","260.6","15","Sat-AIS",
"2018-08-13 07:44:29Z","10.54308","150.97926","260.8","15.1","Sat-AIS",
"2018-08-13 07:44:29Z","10.54308","150.97926","260.8","15.1","Sat-AIS",
"2018-08-13 07:44:29Z","10.54308","150.97926","260.8","15.1","Sat-AIS",
"2018-08-13 07:44:29Z","10.54308","150.97926","260.8","15.1","Sat-AIS",
"2018-08-13 07:11:00Z","10.56534","151.11653","260.2","14.5","Sat-AIS",
"2018-08-13 06:38:30Z","10.5885","151.24815","260.2","14.7","Sat-AIS",
"2018-08-13 06:01:41Z","10.61178","151.39813","262","14.7","Sat-AIS",
"2018-08-13 04:32:00Z","10.66727","151.76956","261.2","14.7","Sat-AIS",
"2018-08-13 04:24:54Z","10.67202","151.7985","260","14.6","Sat-AIS",
"2018-08-13 04:24:54Z","10.67202","151.7985","260","14.6","Sat-AIS",
"2018-08-13 04:19:12Z","10.67605","151.82166","260.1","14.7","Sat-AIS",
"2018-08-13 03:49:24Z","10.69641","151.942","259.8","14.4","Sat-AIS",
"2018-08-13 03:42:29Z","10.70094","151.9694","260.7","14.5","Sat-AIS",
"2018-08-13 03:41:48Z","10.70147","151.97263","260.6","14.5","Sat-AIS",
"2018-08-13 03:41:23Z","10.70169","151.97389","260.7","14.5","Sat-AIS",
"2018-08-13 03:39:29Z","10.70295","151.98143","260.3","14.5","Sat-AIS",
"2018-08-13 03:39:17Z","10.70306","151.98216","260.3","14.5","Sat-AIS",
"2018-08-13 03:38:59Z","10.7033","151.98352","260.3","14.5","Sat-AIS",
"2018-08-13 03:38:23Z","10.70369","151.98593","260.1","14.4","Sat-AIS",
"2018-08-13 03:38:11Z","10.70382","151.98672","260.4","14.5","Sat-AIS",
"2018-08-13 03:37:59Z","10.70395","151.98747","260.5","14.4","Sat-AIS",
"2018-08-13 03:37:35Z","10.70422","151.98906","260.7","14.5","Sat-AIS",
"2018-08-13 03:37:29Z","10.70428","151.98946","260.4","14.4","Sat-AIS",
"2018-08-13 03:37:29Z","10.70428","151.98946","260.4","14.4","Sat-AIS",
"2018-08-13 03:37:29Z","10.70428","151.98946","260.4","14.4","Sat-AIS",
"2018-08-13 03:37:29Z","10.70428","151.98946","260.4","14.4","Sat-AIS",
"2018-08-13 03:37:29Z","10.70428","151.98946","260.4","14.4","Sat-AIS",
"2018-08-13 03:37:29Z","10.70428","151.98946","260.4","14.4","Sat-AIS",
"2018-08-13 03:36:53Z","10.70468","151.9919","260.6","14.4","Sat-AIS",
"2018-08-13 03:36:48Z","10.70474","151.9922","259.9","14.5","Sat-AIS",
"2018-08-13 03:36:41Z","10.70483","151.99268","260.5","14.4","Sat-AIS",
"2018-08-13 03:36:35Z","10.70489","151.99309","259.9","14.4","Sat-AIS",
"2018-08-13 03:36:29Z","10.70497","151.99356","260.5","14.4","Sat-AIS",
"2018-08-13 03:36:23Z","10.70503","151.99397","259.8","14.4","Sat-AIS",
"2018-08-13 03:34:41Z","10.7062","152.00072","260.2","14.4","Sat-AIS",
"2018-08-13 03:34:29Z","10.70634","152.00151","260.2","14.4","Sat-AIS",
"2018-08-13 03:34:29Z","10.70634","152.00151","260.2","14.4","Sat-AIS",
"2018-08-13 03:33:53Z","10.70675","152.00403","259.9","14.4","Sat-AIS",
"2018-08-13 03:12:29Z","10.72106","152.09045","260.4","14.5","Sat-AIS",
"2018-08-13 03:09:18Z","10.72306","152.1035","261.4","14.7","Sat-AIS",
"2018-08-13 03:09:18Z","10.72306","152.1035","261.4","14.7","Sat-AIS",
"2018-08-13 03:03:24Z","10.72658","152.12784","262.3","14.8","Sat-AIS",
"2018-08-13 02:31:05Z","10.74481","152.26247","261.9","14.9","Sat-AIS",
"2018-08-13 02:07:00Z","10.75905","152.36174","261","14.7","Sat-AIS",
"2018-08-13 01:52:48Z","10.76802","152.41998","261.6","14.7","Sat-AIS",
"2018-08-13 01:20:36Z","10.7884","152.55107","260.3","14.6","Sat-AIS",
"2018-08-13 00:49:11Z","10.80769","152.67863","261","14.6","Sat-AIS",
"2018-08-13 00:13:24Z","10.83137","152.82283","261.4","14.4","Sat-AIS",
"MMSI","IMO","IR","Ship Name","Call Sign",
"563022200","9761475","N/A","XIN WEI YANG","3FWW4",
"Timestamp","Lat","Lon","Heading","Speed","Source",
"2018-08-13 22:49:54Z","19.54418","59.23232","193.5","9.9","Sat-AIS",
"2018-08-13 22:06:56Z","19.65519","59.26519","196.2","9.7","Sat-AIS",
"2018-08-13 19:40:56Z","20.05595","59.38944","197.6","10.8","Sat-AIS",
"2018-08-13 19:34:44Z","20.07361","59.3953","197.7","10.8","Sat-AIS",
"2018-08-13 19:34:25Z","20.07456","59.39563","196.1","10.8","Sat-AIS",
"2018-08-13 06:09:05Z","22.54443","59.98958","136.8","12.8","Sat-AIS",
"2018-08-13 06:07:05Z","22.54966","59.98435","137.2","12.8","Sat-AIS",
"2018-08-13 06:03:35Z","22.55881","59.97536","136.5","12.7","Sat-AIS",
"2018-08-13 03:51:55Z","22.93154","59.68056","146.3","12.6","Sat-AIS",
"2018-08-13 03:50:25Z","22.93587","59.67736","146.1","12.6","Sat-AIS",
"2018-08-13 03:50:25Z","22.93587","59.67736","146.1","12.6","Sat-AIS",
"2018-08-13 03:50:25Z","22.93587","59.67736","146.1","12.6","Sat-AIS",
"MMSI","IMO","IR","Ship Name","Call Sign",
"563804000","9166754","N/A","GC GUANGZHOU","9V9207",
"Timestamp","Lat","Lon","Heading","Speed","Source",
"2018-08-13 12:57:24Z","6.27546","94.24397","84.7","10.1","Sat-AIS",
"2018-08-13 09:06:51Z","6.2328","93.54502","89.1","10.2","Sat-AIS",
"2018-08-13 09:05:51Z","6.23277","93.54215","89.1","10.3","Sat-AIS",
"2018-08-13 02:59:54Z","6.15702","92.45558","83.7","11.2","Sat-AIS",
"2018-08-13 02:07:41Z","6.14458","92.29302","85.9","11.1","Sat-AIS",
"2018-08-13 01:12:32Z","6.13352","92.12437","86.9","11.2","Sat-AIS",
"2018-08-13 01:12:32Z","6.13352","92.12437","86.9","11.2","Sat-AIS",
"2018-08-13 01:11:43Z","6.13338","92.12184","86.5","11.1","Sat-AIS",
"MMSI","IMO","IR","Ship Name","Call Sign",
"373386000","9357389","N/A","HILDA I","5BBD2",
"Timestamp","Lat","Lon","Heading","Speed","Source",
"2018-08-13 20:29:31Z","24.55141","60.9727","117","11.4","Sat-AIS",
"2018-08-13 17:38:53Z","24.7025","60.37983","106","11.6","Sat-AIS",
"2018-08-13 17:38:53Z","24.7025","60.37983","106","11.6","Sat-AIS",
"MMSI","IMO","IR","Ship Name","Call Sign",
"566430000","9534042","N/A","CHANG BAI SAN","9V8387",
"Timestamp","Lat","Lon","Heading","Speed","Source",
"2018-08-13 02:08:05Z","1.22779","103.56341","104.7","0.1","Sat-AIS",
"2018-08-13 00:20:04Z","1.22753","103.56133","17.7","N/A","Sat-AIS",
"MMSI","IMO","IR","Ship Name","Call Sign",
"477174100","9486520","N/A","NEW HORIZON","VRKM3",
"Timestamp","Lat","Lon","Heading","Speed","Source",
"2018-08-13 23:49:59Z","-23.34974","-1.02959","121.7","12.2","Sat-AIS",
"2018-08-13 23:49:49Z","-23.34944","-1.03011","121.4","12.1","Sat-AIS",
"2018-08-13 23:49:39Z","-23.34911","-1.03068","121.1","12","Sat-AIS",
"2018-08-13 23:49:29Z","-23.34887","-1.03114","120.8","11.9","Sat-AIS",
"2018-08-13 23:49:20Z","-23.34863","-1.03162","121","12.1","Sat-AIS",
"2018-08-13 23:49:10Z","-23.34834","-1.03215","120.9","12.2","Sat-AIS",
"2018-08-13 23:49:10Z","-23.34834","-1.03215","120.9","12.2","Sat-AIS",
"2018-08-13 23:49:10Z","-23.34834","-1.03215","120.9","12.2","Sat-AIS",
"2018-08-13 23:48:59Z","-23.34798","-1.03273","120.9","12.3","Sat-AIS",
"2018-08-13 23:48:48Z","-23.34761","-1.03332","120.9","12.1","Sat-AIS",
"2018-08-13 23:48:29Z","-23.34707","-1.03432","120.7","12.2","Sat-AIS",
"2018-08-13 23:48:20Z","-23.34681","-1.03479","120.9","12","Sat-AIS",
"2018-08-13 23:48:10Z","-23.34651","-1.03529","120.7","12","Sat-AIS",
"2018-08-13 23:47:59Z","-23.34622","-1.03579","120.4","11.9","Sat-AIS",
"2018-08-13 23:47:48Z","-23.34588","-1.03638","120.4","11.9","Sat-AIS",
"2018-08-13 23:47:38Z","-23.34563","-1.03692","120.8","12.2","Sat-AIS",
"2018-08-13 23:47:20Z","-23.34509","-1.03794","120.6","12.3","Sat-AIS",
"2018-08-13 23:47:10Z","-23.34479","-1.03847","120.8","12.1","Sat-AIS",
"2018-08-13 23:46:59Z","-23.34448","-1.03907","121.1","11.9","Sat-AIS",
"2018-08-13 23:46:48Z","-23.34419","-1.03966","121.2","12.2","Sat-AIS",
"2018-08-13 23:46:38Z","-23.34394","-1.0402","121","12.2","Sat-AIS",
"2018-08-13 23:46:29Z","-23.34366","-1.04068","120.8","12.3","Sat-AIS",
"2018-08-13 23:46:20Z","-23.34339","-1.04115","120.7","12.5","Sat-AIS",
"2018-08-13 23:46:10Z","-23.34306","-1.04165","120.7","12.5","Sat-AIS",
"2018-08-13 23:45:59Z","-23.34276","-1.0422","120.8","12.4","Sat-AIS",
"2018-08-13 23:45:48Z","-23.34241","-1.04285","120.8","12.3","Sat-AIS",
"2018-08-13 23:45:38Z","-23.34215","-1.04332","120.4","12.4","Sat-AIS",
"2018-08-13 23:45:29Z","-23.34185","-1.04384","120.2","12.4","Sat-AIS",
"2018-08-13 23:45:20Z","-23.34161","-1.04431","120.6","12.4","Sat-AIS",
"2018-08-13 23:45:10Z","-23.34133","-1.04482","120.7","12.3","Sat-AIS",
"2018-08-13 23:44:59Z","-23.34101","-1.04533","120.4","12.3","Sat-AIS",
"2018-08-13 23:44:28Z","-23.34012","-1.04706","121.1","12.4","Sat-AIS",
"2018-08-13 23:43:28Z","-23.33839","-1.05013","122","12.6","Sat-AIS",
"2018-08-13 23:39:27Z","-23.33111","-1.06291","121.4","12.4","Sat-AIS",
"2018-08-13 23:30:58Z","-23.31566","-1.08951","121.5","12.7","Sat-AIS",
"2018-08-13 23:29:57Z","-23.31389","-1.09281","121.5","12.5","Sat-AIS",
"2018-08-13 23:07:17Z","-23.27543","-1.16588","117.8","12.2","Sat-AIS",
"2018-08-13 23:06:47Z","-23.27453","-1.16756","117.4","12.1","Sat-AIS",
"2018-08-13 23:06:37Z","-23.27431","-1.1681","117.9","12.2","Sat-AIS",
"2018-08-13 23:06:16Z","-23.27378","-1.16919","117.9","12.3","Sat-AIS",
"2018-08-13 23:06:07Z","-23.27354","-1.16967","117.7","12.2","Sat-AIS",
"2018-08-13 23:05:58Z","-23.27328","-1.17022","118","12.2","Sat-AIS",
"2018-08-13 23:05:37Z","-23.27274","-1.17139","117.9","12.2","Sat-AIS",
"2018-08-13 23:05:37Z","-23.27274","-1.17139","117.9","12.2","Sat-AIS",
"2018-08-13 23:05:08Z","-23.27201","-1.17296","118.1","12","Sat-AIS",
"2018-08-13 23:05:07Z","-23.27201","-1.17296","118.1","12","Sat-AIS",
"2018-08-13 23:04:59Z","-23.27177","-1.17344","117.9","12.1","Sat-AIS",
"2018-08-13 23:04:58Z","-23.27177","-1.17344","117.9","12.1","Sat-AIS",
"2018-08-13 23:04:39Z","-23.27124","-1.17456","118.1","12.1","Sat-AIS",
"2018-08-13 23:04:38Z","-23.27124","-1.17456","118.1","12.1","Sat-AIS",
"2018-08-13 23:04:16Z","-23.27067","-1.17572","118.2","12","Sat-AIS",
"2018-08-13 23:04:08Z","-23.27045","-1.1762","118.5","11.8","Sat-AIS",
"2018-08-13 23:04:07Z","-23.27045","-1.1762","118.5","11.8","Sat-AIS",
"2018-08-13 23:03:59Z","-23.27021","-1.17668","118.7","12","Sat-AIS",
"2018-08-13 23:03:58Z","-23.27021","-1.17668","118.7","12","Sat-AIS",
"2018-08-13 23:03:47Z","-23.26991","-1.17729","118.7","12.1","Sat-AIS",
"2018-08-13 23:03:40Z","-23.26967","-1.17776","118.6","11.8","Sat-AIS",
"2018-08-13 23:03:38Z","-23.26967","-1.17776","118.6","11.8","Sat-AIS",
"2018-08-13 23:03:16Z","-23.26914","-1.17889","119.4","12","Sat-AIS",
"2018-08-13 23:03:08Z","-23.26888","-1.17935","119","12.3","Sat-AIS",
"2018-08-13 23:02:47Z","-23.26835","-1.18041","119.2","12","Sat-AIS",
"2018-08-13 23:02:39Z","-23.2681","-1.18095","119.8","12.1","Sat-AIS",
"2018-08-13 23:02:38Z","-23.2681","-1.18095","119.8","12.1","Sat-AIS",
